,Cost of Renovation,ammenities,atm_nearby,average_transit_duration_to_subway,average_transit_duration_to_supermarket,average_walking_duration_to_bus_station,average_walking_duration_to_clinic,num_baths,num_beds,num_bus_stations_nearby,num_clinics_nearby,num_subways_nearby,num_supermarkets_nearby,others,park_nearby,post_box_nearby,post_office_nearby,pre-tertiary,price,primary,secondary,sqft,tenure,total_units,transit_duration_to_changi_airport,transit_duration_to_orchard_road,transit_duration_to_raffles_place,year_since_completion,months_since_last_renovation,months_before_tenancy_lease_expiry,Availability_Now,Availability_Occupied,Condition_Brand New,Condition_For Reno / A&A,Condition_Land Only / For Rebuilding,Condition_Used,Facing_East,Facing_North,Facing_North East,Facing_North South,Facing_North West,Facing_South,Facing_South East,Facing_South West,Facing_West,Floor_high,Floor_low,Floor_mid,Floor_top,Furnishing_Fully Furnished,Furnishing_Partially Furnished,Furnishing_Unfurnished,Landed House Area Zoning_2 Storey Bungalow,Landed House Area Zoning_2 Storey Mixed Landed,Landed House Area Zoning_2 Storey Semi D,Landed House Area Zoning_3 Storey Bungalow,Landed House Area Zoning_3 Storey Mixed Landed,Landed House Area Zoning_3 Storey Semi D,Landed House Area Zoning_GCBA,Landed House Area Zoning_Not Applicable,Landed House Area Zoning_Not in Landed Housing Area,Landed House Area Zoning_Others,Re-wiring/Structural Renovation_No,Re-wiring/Structural Renovation_Yes,District,type,link
0,0.0,6.0,1.0,64.0,18.0,4.0,3.0,1.0,1.0,10.0,5.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,255000.0,0.0,1.0,506.0,99.0,955.2523058834549,93.0,50.0,43.0,17.55408077668083,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D22,hdb,https://www.99.co/singapore/hdb/23-teban-gardens-road-adFMfTLUCEb8WhLFs4B5uriT
1,0.0,15.0,0.0,64.0,172.0,18.0,22.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081000.0,0.0,0.0,872.0,99.0,1478.0,54.0,43.0,42.0,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D19,condo,https://www.99.co/singapore/condos-apartments/riverfront-residences
2,0.0,23.0,0.0,64.0,172.0,18.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588000.0,0.0,0.0,441.0,99.0,428.0,37.0,57.0,52.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D17,condo,https://www.99.co/singapore/condos-apartments/the-jovell
3,0.0,3.0,1.0,16.5,14.0,4.3,4.7,2.0,2.0,10.0,10.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,720000.0,1.0,0.0,699.0,99.0,567.8680126156372,65.0,30.0,19.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D2,hdb,https://www.99.co/singapore/hdb/18-cantonment-close-adLoqS48MJPV9QUHLvuV5QGj
4,0.0,29.0,1.0,11.5,10.0,4.857142857142857,7.0,1.0,2.0,10.0,10.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,858000.0,4.0,1.0,689.0,99.0,555.0,49.0,44.0,44.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D28,condo,https://www.99.co/singapore/condos-apartments/riverbank-fernvale
5,0.0,5.0,1.0,64.0,16.0,5.1,2.8,2.0,2.0,10.0,10.0,0.0,5.0,2.0,1.0,1.0,1.0,0.0,368000.0,0.0,2.0,882.0,99.0000043652268,504.82308430730586,86.0,41.0,38.0,33.03591647524144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D5,hdb,
6,0.0,2.0,1.0,64.0,16.0,4.4,6.0,5.0,4.0,10.0,10.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,4500000.0,2.0,1.0,3742.0,99999.00039931727,266.3540023997677,41.0,54.0,46.0,42.0,145.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,D18,landed,https://www.99.co/singapore/landed/pasir-ris-beach-park-dexPeiy5ftKBcjgeYuxZoRia
7,0.0,14.0,1.0,11.0,14.75,4.8,5.2,3.0,3.0,10.0,10.0,2.0,5.0,4.0,0.0,1.0,1.0,0.0,2980000.0,1.0,0.0,1615.0,99999.0,128.0,58.0,14.0,20.0,7.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D11,condo,https://www.99.co/singapore/condos-apartments/miro
8,0.0,25.0,1.0,8.333333333333334,10.5,4.888888888888889,5.333333333333333,1.0,1.0,10.0,10.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,713000.0,2.0,1.0,506.0,99.0,735.0,47.0,43.0,42.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D28,condo,https://www.99.co/singapore/condos-apartments/parc-botannia
9,0.0,18.0,1.0,15.0,16.25,5.0,5.0,1.0,1.0,10.0,10.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,750000.0,0.0,1.0,614.0,99.0,1145.0,47.0,41.0,38.0,5.0,0.0,-8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D19,condo,https://www.99.co/singapore/condos-apartments/the-minton
10,0.0,19.0,1.0,14.0,18.666666666666668,5.777777777777778,6.0,5.0,5.0,10.0,10.0,1.0,3.0,4.0,0.0,1.0,1.0,1.0,4850000.0,1.0,1.0,2000.0,99999.0,61.0,60.0,23.0,29.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,D11,landed,https://www.99.co/singapore/landed/the-whitley-residences-dePncdpEHyu7SXJrCWycaha3
11,0.0,25.0,1.0,64.0,18.25,5.75,7.833333333333332,2.0,3.0,10.0,10.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,895000.0,4.0,2.0,829.0,99.0,689.0,55.0,51.0,59.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D25,condo,https://www.99.co/singapore/condos-apartments/parc-rosewood
12,0.0,1.0,1.0,64.0,15.0,4.1,3.7,2.0,3.0,10.0,10.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,259999.0,1.0,1.0,721.0,99.0,981.7073001318417,74.0,29.0,34.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D12,hdb,https://www.99.co/singapore/hdb/8-lorong-7-toa-payoh-admgeFiJ3Dy2enYJhJP3geY6
13,0.0,12.0,0.0,64.0,172.0,18.0,22.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1848000.0,0.0,0.0,678.0,99999.0,56.0,73.0,26.0,27.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D10,condo,https://www.99.co/singapore/condos-apartments/120-grange
14,0.0,4.0,0.0,64.0,172.0,18.0,22.0,721.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350000.0,0.0,0.0,22893.84712031581,99.0,738.0,67.0,46.0,52.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D27,hdb,https://www.99.co/singapore/hdb/463a-sembawang-drive-adGtrVDP4HHWv9eHk5BYHeBf
15,0.0,16.0,0.0,64.0,172.0,18.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772000.0,0.0,0.0,474.0,99999.0,49.0,39.0,59.0,51.0,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D17,condo,https://www.99.co/singapore/condos-apartments/casa-al-mare
16,0.0,20.0,0.0,64.0,172.0,18.0,22.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2422000.0,0.0,0.0,2110.0,99.0,1478.0,54.0,43.0,42.0,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D19,condo,https://www.99.co/singapore/condos-apartments/riverfront-residences
17,0.0,11.0,0.0,64.0,172.0,18.0,22.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3788330.0,0.0,0.0,3757.0,99999.0,81.0,54.0,40.0,46.0,-4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,D28,landed,https://www.99.co/singapore/landed/belgravia-green-deekHdQPksFhi3PZBDaBufii
18,0.0,16.0,1.0,9.0,13.4,5.5,4.0,2.0,1.0,10.0,10.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,1595000.0,0.0,0.0,1281.0,99.0,334.0,70.0,26.0,22.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D5,condo,https://www.99.co/singapore/condos-apartments/the-rochester
19,0.0,3.0,1.0,64.0,17.333333333333332,4.0,4.5,2.0,3.0,10.0,10.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,490000.0,1.0,1.0,1108.0,99.0,563.150323349753,42.0,37.0,32.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D16,hdb,https://www.99.co/singapore/hdb/122-bedok-reservoir-road-adW6t9tBKBRXF6sYRWsDxggD
20,0.0,2.0,1.0,64.0,172.0,4.8,22.0,3.0,4.0,10.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3380000.0,1.0,0.0,2675.0,99999.0,142.0,78.0,48.0,53.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,D26,landed,https://www.99.co/singapore/landed/lentor-view-deq4PaBUD7RGkU8k8jJZzvcC
21,0.0,4.0,1.0,15.0,172.0,5.571428571428571,8.5,4.0,5.0,10.0,10.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1950000.0,0.0,1.0,2164.0,99.0,59.0,49.0,42.0,32.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,D19,landed,https://www.99.co/singapore/landed/tivoli-gardens-dehkFGXTNWQKRsHhPRtQ9r9V
22,0.0,13.0,1.0,16.0,15.5,4.1,7.1,2.0,2.0,10.0,10.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,688000.0,4.0,4.0,980.0,99.0,444.0,67.0,51.0,57.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D25,condo,https://www.99.co/singapore/condos-apartments/la-casa
23,0.0,9.0,0.0,64.0,172.0,18.0,22.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12330000.0,0.0,0.0,6016.0,88678.28658854324,200.57416392390428,214.0,142.0,136.0,23.516226486019594,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,D11,landed,
24,0.0,27.0,1.0,10.333333333333334,11.333333333333336,4.5,1.8,3.0,3.0,10.0,10.0,6.0,3.0,0.0,1.0,1.0,1.0,0.0,2650000.0,0.0,0.0,1313.0,99.0,1111.0,51.0,17.0,5.0,11.0,0.0,-16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D1,condo,https://www.99.co/singapore/condos-apartments/the-sail-marina-bay
25,0.0,3.0,1.0,64.0,17.75,4.3,4.333333333333333,2.0,2.0,10.0,10.0,0.0,5.0,2.0,1.0,1.0,1.0,0.0,350000.0,0.0,2.0,882.0,99.000006066097,533.2229055057322,89.0,45.0,41.0,34.15517108421128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D5,hdb,
26,0.0,14.0,1.0,64.0,25.0,4.5,22.0,5.0,4.0,10.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4050000.0,0.0,0.0,2400.0,99999.0,502.0,54.0,36.0,29.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D15,condo,https://www.99.co/singapore/condos-apartments/the-waterside
27,0.0,4.0,1.0,16.125,17.4,5.5,4.5,2.0,3.0,10.0,10.0,8.0,5.0,1.0,0.0,1.0,0.0,0.0,488000.0,5.0,3.0,990.0,99.0,573.0005742362165,49.0,41.0,40.0,21.134096032121732,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D19,hdb,https://www.99.co/singapore/hdb/207a-punggol-place-adpbQZrSQukwiMFJ4vKGR5UQ
28,0.0,2.0,1.0,13.0,16.0,4.9,5.0,1.0,2.0,10.0,10.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,370000.0,5.0,4.0,796.0,98.99999800370416,474.05553413075364,32.0,43.0,35.0,18.28485028426446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D18,hdb,
29,0.0,16.0,1.0,11.0,18.5,5.5,6.5,3.0,3.0,10.0,10.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1265000.0,3.0,1.0,1270.0,99.0,642.0,31.0,50.0,48.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D18,condo,https://www.99.co/singapore/condos-apartments/nv-residences
31,0.0,9.0,1.0,64.0,172.0,4.2,5.0,3.0,3.0,10.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1300000.0,1.0,1.0,1421.0,99999.0,365.0,36.0,55.0,49.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D17,condo,https://www.99.co/singapore/condos-apartments/ballota-park-condominium
32,0.0,10.0,1.0,16.0,17.5,6.6,8.0,3.0,3.0,10.0,10.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2600000.0,3.0,1.0,1848.0,99999.0,262.61599125143,58.0,49.0,49.0,49.0,0.0,-30.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,D28,landed,https://www.99.co/singapore/landed/mugliston-hill-deC8FW8PtYGincsdXHbGmFAY
33,0.0,3.0,1.0,64.0,15.0,6.0,5.5,1940.0,3.0,10.0,10.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3500000.0,0.0,0.0,2915.571803648007,99999.0,22.0,68.0,23.0,27.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D10,condo,https://www.99.co/singapore/condos-apartments/holland-court
34,0.0,3.0,0.0,64.0,172.0,18.0,22.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240000.0,0.0,0.0,700.0,99.0,892.2806691138283,90.0,53.0,44.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D22,hdb,https://www.99.co/singapore/hdb/207a-boon-lay-place-addPr9UYwZLbRmHJK4Z7JySR
35,0.0,1.0,1.0,10.0,172.0,3.6,3.8,2.0,2.0,10.0,10.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,360000.0,2.0,3.0,686.0,99.00000320783477,587.4442934153157,49.0,31.0,31.0,43.28261401868405,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D19,hdb,
36,0.0,22.0,1.0,10.333333333333334,11.333333333333336,4.5,1.8,2.0,2.0,10.0,10.0,6.0,3.0,0.0,1.0,1.0,1.0,0.0,1800000.0,0.0,0.0,883.0,99.0,1111.0,51.0,17.0,5.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D1,condo,https://www.99.co/singapore/condos-apartments/the-sail-marina-bay
37,0.0,16.0,0.0,64.0,172.0,18.0,22.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1159000.0,0.0,0.0,915.0,99.0,1478.0,54.0,43.0,42.0,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D19,condo,https://www.99.co/singapore/condos-apartments/riverfront-residences
38,0.0,17.0,0.0,64.0,172.0,18.0,22.0,1410.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600000.0,0.0,0.0,1657.0055778022777,99.0,1478.0,54.0,43.0,42.0,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D19,condo,https://www.99.co/singapore/condos-apartments/riverfront-residences
39,0.0,2.0,1.0,16.5,17.8,4.777777777777779,5.333333333333333,2.0,3.0,10.0,10.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,550000.0,2.0,4.0,1303.0,99.0,601.5700640821058,83.0,36.0,41.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D22,hdb,https://www.99.co/singapore/hdb/270-toh-guan-road-ad4tGdeaPSFuMemabtiNNAqB
40,0.0,20.0,0.0,64.0,172.0,18.0,22.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2392000.0,0.0,0.0,958.0,99999.0,262.0,64.0,23.0,16.0,-4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D2,condo,https://www.99.co/singapore/condos-apartments/sky-everton
41,0.0,19.0,1.0,13.0,11.0,5.111111111111111,22.0,1152.0,3.0,10.0,10.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1390000.0,0.0,0.0,1147.573269974271,999.0,480.0,79.0,33.0,41.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D21,condo,https://www.99.co/singapore/condos-apartments/springdale-condominium
42,0.0,1.0,1.0,14.0,13.333333333333336,6.0,7.5,2.0,3.0,10.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,400000.0,5.0,4.0,1108.0,98.99999482138067,497.113569030008,29.0,53.0,47.0,31.138945495286084,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D18,hdb,
43,0.0,6.0,1.0,14.0,18.2,5.1,5.7,2.0,2.0,10.0,10.0,1.0,8.0,3.0,1.0,1.0,1.0,0.0,1300000.0,0.0,2.0,710.0,99.0,505.0,82.0,40.0,36.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D5,condo,https://www.99.co/singapore/condos-apartments/the-clement-canopy
44,0.0,23.0,1.0,27.0,31.0,5.875,5.6,1.0,1.0,10.0,10.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,740000.0,3.0,2.0,560.0,99999.0,473.0,46.0,44.0,38.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D14,condo,https://www.99.co/singapore/condos-apartments/vacanza-east
