,Cost of Renovation,ammenities,atm_nearby,average_transit_duration_to_subway,average_transit_duration_to_supermarket,average_walking_duration_to_bus_station,average_walking_duration_to_clinic,num_baths,num_beds,num_bus_stations_nearby,num_clinics_nearby,num_subways_nearby,num_supermarkets_nearby,others,park_nearby,post_box_nearby,post_office_nearby,pre-tertiary,price,primary,secondary,sqft,tenure,total_units,transit_duration_to_changi_airport,transit_duration_to_orchard_road,transit_duration_to_raffles_place,year_since_completion,months_since_last_renovation,months_before_tenancy_lease_expiry,Availability_Now,Availability_Occupied,Condition_Brand New,Condition_For Reno / A&A,Condition_Land Only / For Rebuilding,Condition_Used,Facing_East,Facing_North,Facing_North East,Facing_North South,Facing_North West,Facing_South,Facing_South East,Facing_South West,Facing_West,Floor_high,Floor_low,Floor_mid,Floor_top,Furnishing_Fully Furnished,Furnishing_Partially Furnished,Furnishing_Unfurnished,Landed House Area Zoning_2 Storey Bungalow,Landed House Area Zoning_2 Storey Mixed Landed,Landed House Area Zoning_2 Storey Semi D,Landed House Area Zoning_3 Storey Bungalow,Landed House Area Zoning_3 Storey Mixed Landed,Landed House Area Zoning_3 Storey Semi D,Landed House Area Zoning_GCBA,Landed House Area Zoning_Not Applicable,Landed House Area Zoning_Not in Landed Housing Area,Landed House Area Zoning_Others,Re-wiring/Structural Renovation_No,Re-wiring/Structural Renovation_Yes,District,type,link
2191,0.0,35.0,1.0,8.333333333333334,9.0,4.5,4.8,1.0,2.0,10.0,10.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,750000.0,2.0,1.0,592.0,99.0,1399.0,46.0,44.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D28,condo,https://www.99.co/singapore/condos-apartments/high-park-residences
2192,0.0,1.0,1.0,11.0,10.5,4.8,4.0,2.0,3.0,10.0,10.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,510000.0,1.0,4.0,1453.0,98.99999612292429,289.7623929413958,86.0,40.0,39.0,18.211456675930503,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D22,hdb,
2193,0.0,10.0,1.0,12.666666666666664,14.0,4.1,22.0,2.0,2.0,10.0,10.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1200000.0,2.0,2.0,797.0,99999.0,139.0,58.0,30.0,30.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D19,condo,https://www.99.co/singapore/condos-apartments/the-quinn
2194,0.0,11.0,1.0,9.0,15.0,4.9,3.0,1.0,1.0,10.0,10.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,698000.0,1.0,0.0,431.0,99999.0,50.0,52.0,19.0,18.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D8,condo,https://www.99.co/singapore/condos-apartments/urban-lofts
2195,0.0,10.0,1.0,11.75,12.5,4.8,4.166666666666667,1.0,1.0,10.0,10.0,6.0,5.0,0.0,0.0,1.0,1.0,1.0,686000.0,2.0,2.0,538.0,99.0,416.0,81.0,28.0,46.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D23,condo,https://www.99.co/singapore/condos-apartments/hillsta
2196,0.0,2.0,1.0,11.0,12.333333333333336,4.5555555555555545,3.8,1.0,2.0,10.0,10.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,308000.0,4.0,3.0,645.0,99.0,1247.271033522382,27.0,46.0,38.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D18,hdb,https://www.99.co/singapore/hdb/407-tampines-street-41-adUYcC4prWeazfLYVv38Hajc
2197,0.0,4.0,1.0,17.0,18.666666666666668,4.3,4.2,2.0,3.0,10.0,10.0,3.0,4.0,4.0,1.0,1.0,1.0,0.0,917000.0,1.0,0.0,1184.0,99.0,679.3803806976945,62.0,16.0,22.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D12,hdb,https://www.99.co/singapore/hdb/147-lorong-2-toa-payoh-ad5aUm6CFQUzVPZktb4soQYg
2198,0.0,10.0,0.0,64.0,172.0,18.0,22.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,0.0,4700.0,75087.47615963187,433.37724210754175,214.0,142.0,136.0,26.486718722171354,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,D19,landed,
2199,0.0,4.0,0.0,64.0,172.0,18.0,22.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10570000.0,0.0,0.0,4560.0,99825.69486356474,153.43418387520487,214.0,142.0,136.0,-2.938760746407621,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,D10,landed,
2200,0.0,27.0,1.0,12.333333333333336,13.333333333333336,5.857142857142858,6.4,4.0,4.0,10.0,9.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,4580000.0,0.0,0.0,3541.0,99.0,969.0,69.0,31.0,24.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D4,condo,https://www.99.co/singapore/condos-apartments/caribbean-at-keppel-bay
2201,0.0,17.0,0.0,64.0,172.0,18.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851500.0,0.0,0.0,527.0,99.0,1206.0,62.0,28.0,33.0,-4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D20,condo,https://www.99.co/singapore/condos-apartments/jadescape
2202,0.0,16.0,1.0,64.0,172.0,18.0,8.0,4.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4550000.0,0.0,0.0,3100.0,99.0,200.0,107.0,71.0,59.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D4,condo,https://www.99.co/singapore/condos-apartments/the-berth-by-the-cove
2203,0.0,12.0,1.0,23.0,20.0,6.3,6.2857142857142865,5.0,4.0,10.0,10.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,4624000.0,1.0,1.0,1733.0,99.0,450.0,69.0,22.0,26.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D9,condo,https://www.99.co/singapore/condos-apartments/martin-modern
2204,0.0,7.0,0.0,64.0,172.0,18.0,22.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474000.0,0.0,0.0,818.0,99999.0,98.0,53.0,27.0,22.0,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D14,condo,https://www.99.co/singapore/condos-apartments/arena-residences
2205,0.0,13.0,0.0,64.0,172.0,18.0,22.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1067000.0,0.0,0.0,635.0,99.0,1259.0,66.0,27.0,19.0,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D3,condo,https://www.99.co/singapore/condos-apartments/stirling-residences
2206,0.0,5.0,1.0,18.0,21.5,7.4,22.0,7.0,6.0,10.0,10.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2890000.0,2.0,2.0,5184.0,999.0,14.0,82.0,51.0,43.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,D23,landed,https://www.99.co/singapore/landed/the-hilloft-deM4ypEsLTjU4xNP2zo59Dik
2208,0.0,30.0,1.0,8.333333333333334,9.0,4.5,4.8,2.0,2.0,10.0,10.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,950000.0,2.0,1.0,710.0,99.0,1399.0,46.0,44.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D28,condo,https://www.99.co/singapore/condos-apartments/high-park-residences
2209,0.0,22.0,1.0,11.0,172.0,4.666666666666667,4.75,2.0,2.0,10.0,10.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1100000.0,1.0,2.0,721.0,99.0,868.0,50.0,31.0,29.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D13,condo,https://www.99.co/singapore/condos-apartments/bartley-ridge
2210,0.0,10.0,1.0,11.0,11.333333333333336,3.3,4.666666666666667,2.0,3.0,10.0,10.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,905000.0,3.0,1.0,969.0,99.0,315.0,30.0,48.0,48.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D18,condo,https://www.99.co/singapore/condos-apartments/belysa
2211,0.0,14.0,1.0,15.5,16.75,6.111111111111112,7.0,3.0,3.0,10.0,10.0,2.0,5.0,3.0,0.0,1.0,1.0,1.0,1300000.0,1.0,2.0,1163.0,99999.0,147.0,48.0,30.0,31.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D12,condo,https://www.99.co/singapore/condos-apartments/sunville
2212,0.0,15.0,1.0,12.0,12.333333333333336,4.3,6.0,2.0,2.0,10.0,10.0,2.0,4.0,4.0,0.0,1.0,1.0,0.0,2200000.0,0.0,0.0,990.0,99999.0,100.0,57.0,13.0,19.0,6.0,0.0,-15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D11,condo,https://www.99.co/singapore/condos-apartments/lviv
2213,0.0,2.0,1.0,13.25,15.666666666666664,5.4,2.8,2.0,3.0,10.0,10.0,5.0,6.0,0.0,0.0,1.0,1.0,0.0,550000.0,2.0,0.0,1022.0,99.0,678.296460616669,53.0,21.0,18.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D8,hdb,https://www.99.co/singapore/hdb/635-veerasamy-road-adShRd8VvNuSYBDfcwUkQe8X
2214,0.0,8.0,1.0,13.5,15.75,5.4,4.666666666666667,2.0,2.0,10.0,10.0,2.0,5.0,2.0,0.0,1.0,1.0,0.0,1680000.0,1.0,0.0,1120.0,99999.0,37.0,61.0,17.0,24.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D11,condo,https://www.99.co/singapore/condos-apartments/ten-suffolk
2215,0.0,24.0,1.0,64.0,14.5,5.142857142857143,6.0,3.0,4.0,10.0,10.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,1790000.0,1.0,3.0,1475.0,99.0,556.0,29.0,35.0,27.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D16,condo,https://www.99.co/singapore/condos-apartments/casa-merah
2216,200000.0,16.0,1.0,19.0,172.0,4.6,7.0,6.0,5.0,10.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3650000.0,3.0,1.0,2200.0,99999.0,10.0,61.0,33.0,35.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,D13,landed,https://www.99.co/singapore/landed/lynwood-eight-deUwoHfmbe2xvYHuv4dgWvQX
2217,0.0,0.0,1.0,10.5,172.0,4.6,4.6,2.0,3.0,10.0,10.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,425000.0,2.0,1.0,1010.0,99.0,321.0,47.0,44.0,44.0,20.017344437566567,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D28,hdb,https://www.99.co/singapore/hdb/453b-fernvale-road-adaBVpEG7KQuRtubiBsNRxkX
2218,0.0,1.0,1.0,64.0,20.5,5.6,6.1,2.0,4.0,10.0,10.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,550000.0,4.0,2.0,1291.0,99.0,603.5019163645113,66.0,32.0,38.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D20,hdb,https://www.99.co/singapore/hdb/459-ang-mo-kio-avenue-10-adC8QjXcjpVQrcKQRVV5PffA
2219,0.0,17.0,1.0,17.0,25.0,4.8,22.0,1.0,1.0,10.0,7.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,700000.0,1.0,2.0,624.0,99.0,493.0,56.0,43.0,43.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D19,condo,https://www.99.co/singapore/condos-apartments/boathouse-residences
2220,0.0,6.0,1.0,64.0,12.142857142857142,4.6,4.0,840.0,2.0,10.0,10.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,2160000.0,0.0,0.0,821.1441762494193,99999.0,61.0,56.0,5.0,15.0,20.0,0.0,-5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D9,condo,https://www.99.co/singapore/condos-apartments/the-paterson-edge
2221,0.0,2.0,1.0,17.0,18.166666666666668,5.5555555555555545,4.0,2.0,3.0,10.0,10.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,465000.0,2.0,3.0,979.0,99.0,681.9974387506378,82.0,36.0,40.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D22,hdb,https://www.99.co/singapore/hdb/280-toh-guan-road-adssFyxiJfjq6ND38vXGsVpB
2222,0.0,3.0,1.0,16.0,172.0,3.6,4.6,2.0,2.0,10.0,10.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,270000.0,2.0,1.0,732.0,99.0,1053.2548483375458,55.0,34.0,39.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D20,hdb,https://www.99.co/singapore/hdb/542-ang-mo-kio-avenue-10-adUYBaFRKh98zm3XC4pBTkBi
2223,0.0,10.0,1.0,19.0,20.0,3.9,3.9,1.0,1.0,10.0,10.0,1.0,7.0,2.0,1.0,1.0,0.0,0.0,640000.0,1.0,2.0,409.0,99999.0,154.0,64.0,19.0,28.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D12,condo,https://www.99.co/singapore/condos-apartments/prestige-heights
2224,0.0,4.0,1.0,16.0,15.2,5.0,6.5,5.0,6.0,10.0,10.0,1.0,7.0,2.0,1.0,1.0,1.0,0.0,2850000.0,3.0,4.0,2863.0,99.0,42.0,83.0,39.0,36.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,D5,landed,https://www.99.co/singapore/landed/the-clementvale-deGK7KvANnZ74uudXq9CZCtR
2225,0.0,30.0,1.0,64.0,15.25,5.375,7.0,2.0,3.0,10.0,10.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0,1310000.0,2.0,3.0,979.0,99.0,582.0,29.0,35.0,27.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D16,condo,https://www.99.co/singapore/condos-apartments/urban-vista
2226,0.0,7.0,1.0,18.0,172.0,3.625,4.0,6.0,6.0,10.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3900000.0,1.0,0.0,3735.0,99999.0,81.1924866566567,60.0,43.0,49.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,D27,landed,https://www.99.co/singapore/landed/sembawang-square-estate-deErmQxMTyxbSZHjBRjpGzXj
2227,0.0,2.0,0.0,64.0,172.0,18.0,22.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28981000.0,0.0,0.0,11667.0,99.0,19.0,98.0,60.0,53.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,D4,landed,https://www.99.co/singapore/landed/pearl-island-depTdsYx2GXH8TCCN2yKK79P
2228,0.0,11.0,0.0,64.0,172.0,18.0,22.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292000.0,0.0,0.0,743.0,99.0,548.0,83.0,43.0,38.0,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D5,condo,https://www.99.co/singapore/condos-apartments/kent-ridge-hill-residences
2229,0.0,13.0,1.0,11.166666666666664,13.25,3.3,5.4,3.0,3.0,10.0,10.0,7.0,6.0,2.0,0.0,1.0,1.0,0.0,1248000.0,6.0,2.0,1012.0,99.0,622.0,39.0,36.0,36.0,4.0,0.0,-3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D19,condo,https://www.99.co/singapore/condos-apartments/the-luxurie
2230,0.0,27.0,0.0,64.0,172.0,18.0,22.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867000.0,0.0,0.0,517.0,99.0,1399.0,37.0,28.0,20.0,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D14,condo,https://www.99.co/singapore/condos-apartments/parc-esta
2231,0.0,9.0,1.0,64.0,19.25,5.0,4.5,3.0,3.0,10.0,10.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1550000.0,0.0,0.0,1615.0,99.0,516.0,30.0,41.0,38.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D15,condo,https://www.99.co/singapore/condos-apartments/laguna-park
2232,0.0,15.0,1.0,13.0,12.4,4.0,5.0,3.0,3.0,10.0,10.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,1588888.0,1.0,1.0,1184.0,99999.0,81.0,53.0,40.0,40.0,7.0,0.0,-8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D19,condo,https://www.99.co/singapore/condos-apartments/residences-botanique
2233,0.0,26.0,1.0,8.0,11.0,4.8,22.0,5.0,5.0,10.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,5990000.0,1.0,0.0,2756.0,99999.0,150.0,58.0,16.0,23.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D11,condo,https://www.99.co/singapore/condos-apartments/the-glyndebourne
2234,0.0,5.0,1.0,10.0,11.333333333333336,4.2,3.0,3.0,3.0,10.0,10.0,2.0,6.0,2.0,0.0,1.0,1.0,0.0,1950000.0,0.0,1.0,1690.0,99999.0,22.0,51.0,38.0,37.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,D19,condo,https://www.99.co/singapore/condos-apartments/kovan-primera
