,Availability,Condition,Cost of Renovation,District,Facing,Floor,Furnishing,Landed House Area Zoning,Last Renovated Date,Re-wiring/Structural Renovation,Tenancy Current Rent,Tenancy Lease Expiry,ammenities,atm_nearby,average_transit_duration_to_subway,average_transit_duration_to_supermarket,average_walking_duration_to_bus_station,average_walking_duration_to_clinic,link,num_baths,num_beds,num_bus_stations_nearby,num_clinics_nearby,num_subways_nearby,num_supermarkets_nearby,others,park_nearby,post_box_nearby,post_office_nearby,pre-tertiary,price,primary,secondary,sqft,tenure,total_units,transit_duration_to_changi_airport,transit_duration_to_orchard_road,transit_duration_to_raffles_place,type,year_since_completion
2722,,,,D27,,,,,,,,,16,1,,17.333333333333332,4.2,3.5,https://www.99.co/singapore/condos-apartments/eight-courtyards,1.0,1.0,10,10,0,4,1.0,0,1,0,,600000.0,3.0,1.0,452.0,99 Years,654,59.0,43.0,48.0,condo,5
2723,,,,D27,,,,,,,,,3,0,,,,,https://www.99.co/singapore/hdb/315b-yishun-avenue-9-adMfnzDVk9AMTBgAjhcYL66k,2.0,3.0,0,0,0,0,,0,0,0,,500000.0,,,1205.0,99 Years,,59.0,40.0,45.0,hdb,
2724,,,,D03,South East,,,,,,,,14,1,11.5,13.333333333333334,3.5,5.75,https://www.99.co/singapore/condos-apartments/margaret-ville,2.0,3.0,10,10,2,3,,0,1,0,,1490972.0,2.0,1.0,915.0,99 Years,309,72.0,27.0,24.0,condo,-2
2725,,,,D14,,,,,,,,30 Nov 2019,9,1,16.666666666666668,18.714285714285715,5.1,5.5,https://www.99.co/singapore/condos-apartments/idyllic-suites,1.0,1.0,10,10,4,8,4.0,0,1,1,,628000.0,,1.0,420.0,Freehold,71,51.0,34.0,25.0,condo,5
2726,,,,D14,,,Fully Furnished,,,,,,5,1,16.666666666666668,18.714285714285715,5.1,5.5,https://www.99.co/singapore/condos-apartments/idyllic-suites,1.0,1.0,10,10,4,8,4.0,0,1,1,,610000.0,,1.0,420.0,Freehold,71,51.0,34.0,25.0,condo,5
2727,,,,D11,South West,,,,,,,,23,1,13.0,13.333333333333334,4.6,5.2,https://www.99.co/singapore/condos-apartments/amaryllis-ville,2.0,2.0,10,10,2,5,4.0,0,1,1,,1580000.0,,,958.0,99 Years,311,58.0,13.0,20.0,condo,15
2728,,,,D19,North East,,,2 Storey Mixed Landed,,,,,3,1,,,5.1,2.7777777777777777,https://www.99.co/singapore/landed/serangoon-garden-estate-deybsVE8bUasRKmQxti2nmLH,6.0,5.0,10,10,0,1,1.0,0,1,1,,6900000.0,1.0,3.0,4200.0,999 Years,,65.0,39.0,43.0,landed,5
2729,,,,D07,East,,Fully Furnished,,,,,,16,1,14.5,16.666666666666668,3.5,3.4,https://www.99.co/singapore/condos-apartments/city-gate,1.0,2.0,10,10,3,6,,0,1,1,,1238000.0,1.0,,560.0,99 Years,311,51.0,23.0,18.0,condo,0
2730,,,,D10,South West,,,,,,,,16,0,,,,,https://www.99.co/singapore/condos-apartments/fourth-avenue-residences,1.0,1.0,0,0,0,0,,0,0,0,,1205000.0,,,484.0,99 Years,476,60.0,20.0,25.0,condo,-3
2731,,,,D13,,,,,,,,,10,0,,,,,https://www.99.co/singapore/condos-apartments/the-tre-ver,1.0,1.0,0,0,0,0,,0,0,0,,819000.0,,,495.0,99 Years,729,73.0,31.0,37.0,condo,-3
2732,,,,D25,North South,,,,,,,,12,1,15.0,13.0,5.0,6.142857142857143,https://www.99.co/singapore/condos-apartments/woodhaven,2.0,2.0,10,10,1,4,1.0,0,1,1,1.0,888000.0,4.0,1.0,850.0,99 Years,337,56.0,49.0,58.0,condo,4
2733,,,,D16,,,Partially Furnished,,,,,,6,1,11.0,17.5,4.75,7.333333333333333,https://www.99.co/singapore/condos-apartments/east-village,1.0,1.0,10,10,1,4,1.0,0,1,1,,670000.0,1.0,3.0,441.0,Freehold,90,33.0,39.0,31.0,condo,5
2734,,,,D18,,,,,,,,,14,0,,,,,https://www.99.co/singapore/condos-apartments/treasure-at-tampines,818.0,3.0,0,0,0,0,,0,0,0,,990000.0,,,,99 Years,2203,35.0,46.0,46.0,condo,-4
2735,,,,D09,North,,,,,,,,13,1,,14.6,5.2,6.3,https://www.99.co/singapore/condos-apartments/8-saint-thomas,2.0,3.0,10,10,1,7,,1,1,1,,2998000.0,1.0,,1141.0,Freehold,230,59.0,15.0,17.0,condo,1
2736,,,,D09,,,,,,,,,10,1,10.0,13.4,5.5,4.6,https://www.99.co/singapore/condos-apartments/lloyd-sixtyfive,1.0,1.0,10,10,2,7,,1,1,1,,2162000.0,1.0,,603.0,Freehold,76,56.0,12.0,14.0,condo,2
2737,,,,D15,,,,,,,,,23,1,,10.0,3.6,3.5,https://www.99.co/singapore/condos-apartments/st-patricks-residences,3.0,4.0,10,10,0,2,3.0,1,1,0,1.0,4288000.0,1.0,,3423.0,Freehold,102,30.0,37.0,35.0,condo,6
2738,,,,D28,West,,,,,,,,4,1,9.0,19.0,5.4,3.7,https://www.99.co/singapore/hdb/410c-fernvale-road-adPCcMpye9R6k3S2UMewRuFb,2.0,3.0,10,10,3,3,,0,1,0,,448000.0,2.0,1.0,1033.0,99 Years,,53.0,43.0,43.0,hdb,7
2739,,,,D28,North South,,,,,,,,31,1,11.5,10.0,4.857142857142857,7.0,https://www.99.co/singapore/condos-apartments/riverbank-fernvale,2.0,2.0,10,10,6,1,,1,1,0,,1180000.0,4.0,1.0,1217.0,99 Years,555,49.0,44.0,44.0,condo,2
2740,,,,D11,North,,,,,,,,12,1,11.0,15.333333333333334,4.6,4.857142857142857,https://www.99.co/singapore/condos-apartments/26-newton,2.0,2.0,10,10,2,5,4.0,0,1,1,,1975500.0,,1.0,775.0,Freehold,180,59.0,14.0,20.0,condo,3
2741,,,,D28,North South,06,,,,,,,32,1,11.5,10.0,4.857142857142857,7.0,https://www.99.co/singapore/condos-apartments/riverbank-fernvale,1.0,2.0,10,10,6,1,,1,1,0,,820000.0,4.0,1.0,689.0,99 Years,555,49.0,44.0,44.0,condo,2
2742,,,,D28,North South,,,3 Storey Mixed Landed,,,,,5,0,,,,,https://www.99.co/singapore/landed/belgravia-green-deekHdQPksFhi3PZBDaBufii,4.0,5.0,0,0,0,0,,0,0,0,,2957000.0,,,3423.0,Freehold,81,54.0,40.0,46.0,landed,-4
2743,,Brand New,,D19,West,,,2 Storey Mixed Landed,,,,,5,1,,,5.1,2.7777777777777777,https://www.99.co/singapore/landed/serangoon-garden-estate-deybsVE8bUasRKmQxti2nmLH,4.0,5.0,10,10,0,1,1.0,0,1,1,,4080000.0,1.0,3.0,2100.0,999 Years,,65.0,39.0,43.0,landed,5
2744,,,,D19,,,,,,,,,3,1,12.0,14.2,3.9,4.0,https://www.99.co/singapore/hdb/210a-compassvale-lane-adTt6gAr7PL4ga2jtXZto63N,1001.0,4.0,10,10,6,7,1.0,1,1,0,,430000.0,5.0,2.0,,99 Years,,40.0,42.0,41.0,hdb,6
2745,,,,D18,East,,Unfurnished,,,,,,16,1,,15.5,4.1,3.4,https://www.99.co/singapore/condos-apartments/the-esparis,3.0,3.0,10,10,0,3,1.0,1,1,0,,960000.0,4.0,3.0,1184.0,99 Years,274,27.0,51.0,46.0,condo,14
2746,,,,D05,North South,,,,,,,,8,1,,13.75,4.1,4.8,https://www.99.co/singapore/hdb/311b-clementi-avenue-4-adk2U7kyUEjKh3RPYtjTtyxd,2.0,3.0,10,10,1,6,,0,1,1,,880000.0,3.0,1.0,872.0,99 Years,,76.0,32.0,29.0,hdb,4
2747,,,,,,,,,,,,,0,1,,16.666666666666668,5.1,6.2,,,,10,10,0,3,1.0,1,1,0,,,2.0,2.0,,,,68.0,35.0,40.0,others,
2748,,,,D13,South,,Unfurnished,Others,,,,,2,1,14.0,,6.111111111111111,9.333333333333334,https://www.99.co/singapore/landed/sennett-estate-deFgtbLw485FxmWgUkgJcf3S,4.0,5.0,10,10,2,1,1.0,0,1,1,,3300000.0,1.0,2.0,2369.0,Freehold,,57.0,28.0,27.0,landed,
2749,,,,D04,North South,,,,,,,,13,1,,,,9.0,https://www.99.co/singapore/condos-apartments/marina-collection,2099.0,3.0,0,1,0,2,,0,0,0,,3860000.0,,,,99 Years,124,100.0,62.0,55.0,condo,8
2750,,,,D22,South East,,,,,,,15 Jul 2021,17,1,12.0,13.0,4.4,5.7,https://www.99.co/singapore/condos-apartments/lake-grande,1.0,2.0,10,10,2,4,,0,1,1,,1180000.0,2.0,6.0,624.0,99 Years,710,84.0,45.0,37.0,condo,-1
2751,,,,D01,East,,Unfurnished,,,,,,7,1,12.2,13.5,4.8,3.1,https://www.99.co/singapore/condos-apartments/the-clift,1.0,1.0,10,10,7,5,,1,1,1,,1250000.0,1.0,,527.0,99 Years,312,54.0,23.0,11.0,condo,8
2752,,,,D15,,,,,,,,,18,1,,13.0,3.8,5.3,https://www.99.co/singapore/condos-apartments/amber-45,2.0,3.0,10,10,0,6,1.0,0,1,1,,2258000.0,1.0,1.0,1130.0,Freehold,139,34.0,34.0,29.0,condo,-2
2753,,,,D18,North South,,,,,,,,11,1,,15.0,3.7,10.428571428571429,https://www.99.co/singapore/condos-apartments/seastrand,3.0,4.0,10,10,0,2,1.0,0,1,0,,1300000.0,3.0,2.0,1302.0,99 Years,472,36.0,56.0,48.0,condo,5
2754,,,,D19,North South,,,,,,,,26,0,,,,,https://www.99.co/singapore/condos-apartments/affinity-at-serangoon,2.0,2.0,0,0,0,0,,0,0,0,,1188000.0,,,753.0,99 Years,1057,53.0,39.0,41.0,condo,-5
2755,,,,D21,,,,,,,,,15,1,,12.0,4.2,2.1,https://www.99.co/singapore/condos-apartments/meadowlodge,3.0,4.0,10,10,1,2,,0,1,1,,1750000.0,2.0,,1400.0,99 Years,64,67.0,27.0,32.0,condo,14
2756,,,,D16,South,,,,,,,,1,1,,13.6,4.5,3.1,https://www.99.co/singapore/hdb/420-bedok-north-street-1-adTTmRLBytr6LpfJKyGmXxA4,2.0,2.0,10,10,1,8,1.0,1,1,1,,348880.0,2.0,1.0,731.0,99 Years,,39.0,36.0,28.0,hdb,40
2757,,,,D09,,,,,,,S$3500,29 Jul 2019,10,1,14.0,15.5,4.75,6.9,https://www.99.co/singapore/condos-apartments/luma,2.0,1.0,10,10,2,7,,0,1,1,,1780000.0,1.0,,904.0,Freehold,75,61.0,15.0,27.0,condo,9
2758,,,,D11,,,,,,,,01 Feb 2020,13,1,12.0,12.333333333333334,4.3,6.0,https://www.99.co/singapore/condos-apartments/lviv,2.0,2.0,10,10,2,4,4.0,0,1,1,,2200000.0,,,1000.0,Freehold,100,57.0,13.0,19.0,condo,6
2759,,,,D14,North West,,,,,,,,10,1,12.0,12.0,5.8,5.5,https://www.99.co/singapore/condos-apartments/bliss-ville,2.0,3.0,10,10,2,2,1.0,0,1,0,,1400000.0,2.0,1.0,1195.0,Freehold,18,40.0,34.0,26.0,condo,9
2760,,,,D19,North West,,,,,,,,22,1,,,5.125,3.9,https://www.99.co/singapore/condos-apartments/kovan-melody,3.0,3.0,10,10,1,2,1.0,0,1,1,1.0,1520000.0,1.0,1.0,1237.0,99 Years,778,52.0,29.0,28.0,condo,13
2761,,,,D11,,,,,,,,28 Jun 2018,2,1,10.0,17.0,4.714285714285714,5.2,https://www.99.co/singapore/condos-apartments/10-shelford,1.0,1.0,10,10,2,3,1.0,0,1,0,,1280000.0,2.0,1.0,818.0,Freehold,69,62.0,22.0,27.0,condo,5
2762,,,,D19,,,,,,,,,30,1,14.5,16.0,4.0,,https://www.99.co/singapore/condos-apartments/riversails,3.0,3.0,10,10,2,3,1.0,1,1,0,,1338000.0,3.0,2.0,1184.0,99 Years,921,51.0,43.0,43.0,condo,2
2763,,,,D13,North East,,,,,,,,1,1,11.0,,4.2,3.5555555555555554,,2.0,3.0,10,10,2,1,1.0,0,1,1,1.0,550000.0,1.0,2.0,1141.0,,,62.0,25.0,24.0,hdb,
2764,,,,D23,,,,,,,,,14,1,8.0,13.0,4.3,3.2,https://www.99.co/singapore/condos-apartments/the-warren,2.0,3.0,10,10,2,2,2.0,1,1,1,,1100000.0,2.0,1.0,1227.0,99 Years,699,72.0,31.0,41.0,condo,15
2765,,,,D19,,,,,,,,,1,1,7.666666666666667,9.0,6.0,5.0,https://www.99.co/singapore/hdb/336d-anchorvale-crescent-ad823uRTTJ6C42vGbYkggmuD,2.0,3.0,10,10,4,1,,1,1,1,,650000.0,3.0,,1205.0,99 Years,,49.0,40.0,39.0,hdb,
2766,,,,D10,South East,,,,,,,,13,1,,18.333333333333332,5.6,4.0,https://www.99.co/singapore/condos-apartments/the-marbella,3.0,3.0,10,10,1,3,1.0,0,1,0,,2728750.0,1.0,1.0,1475.0,Freehold,239,72.0,28.0,25.0,condo,14
2767,,,,D08,South East,,,,,,,,7,1,18.666666666666668,20.0,4.9,5.142857142857143,https://www.99.co/singapore/condos-apartments/70truro,2.0,3.0,10,10,3,5,2.0,0,1,1,,1450000.0,1.0,,875.0,Freehold,109,64.0,29.0,27.0,condo,1
2768,,,,D19,,,,,,,S$2000,14 Jun 2019,17,1,11.0,12.0,3.9,5.4,https://www.99.co/singapore/condos-apartments/casa-cambio,1.0,1.0,10,10,1,5,,0,1,1,,758000.0,,3.0,495.0,Freehold,198,51.0,31.0,31.0,condo,4
2769,,,,D01,South East,,Partially Furnished,,,,,,13,1,11.5,14.25,4.888888888888889,2.9,https://www.99.co/singapore/condos-apartments/v-on-shenton,2.0,2.0,10,10,5,5,,1,1,1,,2700000.0,,,1206.0,99 Years,510,54.0,24.0,12.0,condo,2
2770,,,,D05,,,Partially Furnished,,,,,,17,1,,,5.5,,https://www.99.co/singapore/condos-apartments/parc-riviera,2.0,2.0,10,5,0,0,,0,1,0,,2180000.0,1.0,1.0,840.0,99 Years,752,84.0,41.0,36.0,condo,-1
2771,,,,D15,,,,,,,,,16,1,,,5.6,2.0,https://www.99.co/singapore/condos-apartments/cote-dazur,2.0,2.0,10,10,0,5,1.0,0,1,1,,1680000.0,1.0,,1152.0,99 Years,612,35.0,36.0,31.0,condo,15
2772,,,,D10,,,,,,,,,11,0,,,,,https://www.99.co/singapore/condos-apartments/fourth-avenue-residences,624.0,2.0,0,0,0,0,,0,0,0,,1403000.0,,,,99 Years,476,60.0,20.0,25.0,condo,-3
2773,,,,D18,North South,07,,,,,,,3,1,,12.0,4.3,2.9,,1120.0,3.0,10,10,0,4,,1,1,0,1.0,460000.0,3.0,6.0,,,,38.0,52.0,44.0,hdb,
2774,,,,D19,North South,,,,,,,,2,0,,,,,https://www.99.co/singapore/hdb/261c-punggol-way-adJXF2mtYtx4JMNBzh9kXdBc,2.0,3.0,0,0,0,0,,0,0,0,,548000.0,,,1001.0,99 Years,,42.0,41.0,40.0,hdb,
2775,,,,D28,South West,,,3 Storey Mixed Landed,01 Dec 2018,Yes,,,7,1,,15.0,5.571428571428571,6.0,https://www.99.co/singapore/landed/nim-collection-depUiV7AcNrBFsNZKqHeZzq4,6.0,5.0,10,3,0,1,,0,1,0,,2820000.0,1.0,,1970.0,99 Years,98,55.0,38.0,43.0,landed,-2
2776,,,,D18,North,,,,,,,,2,1,,14.666666666666666,4.1,3.2,,2.0,2.0,10,10,0,3,,0,1,0,1.0,350000.0,4.0,5.0,721.0,,,28.0,44.0,43.0,hdb,
2777,,,,D11,North,,Partially Furnished,,,,,,9,0,,,,,https://www.99.co/singapore/condos-apartments/35-gilstead,3.0,3.0,0,0,0,0,,0,0,0,,2580000.0,,,1012.0,Freehold,70,59.0,15.0,21.0,condo,-3
2778,,,,D07,,,,,,,,,2,1,13.5,14.6,4.0,3.6,https://www.99.co/singapore/hdb/467-north-bridge-road-ad63JaomUsPMe23h9DYhYsvY,1.0,2.0,10,10,3,6,,1,1,1,,345000.0,1.0,,646.0,99 Years,,48.0,21.0,13.0,hdb,38
2779,,,,D13,,,,,,,,,17,0,,,,,https://www.99.co/singapore/condos-apartments/the-tre-ver,4.0,4.0,0,0,0,0,,0,0,0,,2018000.0,,,1378.0,99 Years,729,73.0,31.0,37.0,condo,-3
2780,,,,D16,North,,,,,,,,1,1,,13.0,3.6,4.8,,2.0,3.0,10,10,0,6,3.0,0,1,1,,470000.0,4.0,2.0,1259.0,,,38.0,41.0,33.0,hdb,
2781,,,,D28,,,,,,,,,31,1,8.333333333333334,9.0,4.5,4.8,https://www.99.co/singapore/condos-apartments/high-park-residences,1.0,1.0,10,10,4,2,,0,1,0,,620000.0,2.0,1.0,495.0,99 Years,1399,46.0,44.0,43.0,condo,0
2782,,,,D17,,,,,,,,,21,1,,19.0,6.3,8.75,https://www.99.co/singapore/condos-apartments/ferraria-park-condominium,4.0,4.0,10,10,0,1,,0,1,0,1.0,1600000.0,2.0,3.0,1572.0,Freehold,475,31.0,51.0,50.0,condo,9
2783,,,,D25,,,Partially Furnished,,,,,,3,1,,,3.8,3.0,,2.0,3.0,10,10,1,3,,1,1,0,,319000.0,2.0,3.0,990.0,,,63.0,36.0,47.0,hdb,
2784,,,,D19,,,,,,,,,5,1,17.6,19.0,4.5,2.0,https://www.99.co/singapore/hdb/313c-sumang-link-adBtqb9opjEJ4VM2yJrs7YJj,2.0,3.0,10,10,9,4,,1,1,0,,708000.0,2.0,,1206.0,99 Years,682,48.0,44.0,44.0,hdb,
2785,,,,D09,South West,,,,,,,,7,1,14.0,17.333333333333332,6.222222222222222,4.4,https://www.99.co/singapore/condos-apartments/jia,4.0,3.0,10,10,5,4,1.0,1,1,1,,2750000.0,1.0,,1658.0,Freehold,22,51.0,15.0,14.0,condo,7
2786,,,,D12,South East,,Partially Furnished,,,,,,2,1,10.5,16.0,4.8,5.25,https://www.99.co/singapore/hdb/53-geylang-bahru-adGYwwSQXJCoXMS7UfnTnjLS,2.0,4.0,10,10,2,2,2.0,0,1,1,,608000.0,1.0,2.0,1292.0,99 Years,,48.0,26.0,27.0,hdb,45
2787,,,,D27,East,,,,,,,,1,1,11.0,14.2,2.9,4.3,,2.0,3.0,10,10,2,7,1.0,1,1,1,1.0,488000.0,4.0,4.0,1119.0,,,46.0,35.0,40.0,hdb,
2788,,,,D03,,,,,,,,,8,1,,16.0,3.9,6.0,https://www.99.co/singapore/condos-apartments/alexis,1.0,1.0,10,10,1,6,,0,1,0,,938000.0,1.0,2.0,517.0,Freehold,293,67.0,26.0,19.0,condo,7
2789,,,,D18,North,,,,,,,,27,1,,13.5,5.777777777777778,7.0,https://www.99.co/singapore/condos-apartments/the-tapestry,1.0,1.0,10,10,0,2,1.0,0,1,0,,618030.0,,3.0,441.0,99 Years,861,40.0,51.0,47.0,condo,-2
2790,,,,,,,,,,,,,0,1,14.5,14.666666666666666,4.6,5.625,,,,10,10,2,3,,1,1,1,,,1.0,,,,,63.0,24.0,19.0,others,
2791,,,,D23,North,,,,,,,,4,1,11.0,12.0,4.4,5.0,https://www.99.co/singapore/hdb/536-bukit-batok-street-52-adB7ZzH4ro6mz3fPPeZDurUd,2.0,2.0,10,10,2,3,,1,1,1,,310000.0,3.0,1.0,786.0,99 Years,,78.0,43.0,40.0,hdb,32
2792,,,,D28,North,,,,,,,14 Oct 2018,28,1,8.0,11.0,4.125,6.0,https://www.99.co/singapore/condos-apartments/h2o-residences,2.0,3.0,10,10,5,2,,0,1,0,,1330000.0,3.0,1.0,1130.0,99 Years,522,50.0,40.0,40.0,condo,4
2793,,,,D10,,,Partially Furnished,,,,,,8,1,13.0,12.666666666666666,5.9,4.8,https://www.99.co/singapore/condos-apartments/sage,2.0,4.0,10,10,1,6,1.0,1,1,1,,14260000.0,,,2852.0,Freehold,33,54.0,12.0,24.0,condo,7
2794,,,,D15,,,,,,,,,17,1,,10.0,3.6,3.5,https://www.99.co/singapore/condos-apartments/st-patricks-residences,4.0,5.0,10,10,0,2,3.0,1,1,0,1.0,4280000.0,1.0,,3423.0,Freehold,102,30.0,37.0,35.0,condo,6
2795,,,,D19,South East,,,,,,S$2150,31 Aug 2019,12,1,,12.0,5.2,4.9,https://www.99.co/singapore/condos-apartments/kovan-regency,1.0,2.0,10,10,1,2,,0,1,1,1.0,880000.0,2.0,1.0,614.0,99 Years,393,52.0,31.0,30.0,condo,3
2796,,,,D23,South West,,,,,,,,1,1,,17.5,4.0,3.1,,136.0,4.0,10,10,1,5,1.0,0,1,1,,478888.0,2.0,2.0,,,,84.0,46.0,41.0,hdb,
2797,,,S$200000,D17,North,,,2 Storey Mixed Landed,01 Apr 2014,Yes,,,3,1,,20.0,5.555555555555555,,https://www.99.co/singapore/landed/toh-estate-deB9aCZudyBEmTpyU4EBCYm9,3.0,3.0,10,9,0,1,,0,1,0,,2450000.0,,,2434.0,Freehold,,40.0,60.0,53.0,landed,6
2798,,,,D20,West,,,,,,,,5,1,,20.0,5.8,6.0,https://www.99.co/singapore/hdb/460-ang-mo-kio-avenue-10-adk5VsyPXPbwBqx5H6hp9YCe,2.0,3.0,10,10,0,2,,0,1,1,,520000.0,3.0,2.0,1292.0,99 Years,,67.0,33.0,39.0,hdb,39
2799,,,,D04,North East,,,3 Storey Bungalow,,,,,7,0,,,,,https://www.99.co/singapore/landed/pearl-island-depTdsYx2GXH8TCCN2yKK79P,5.0,5.0,0,0,0,0,,0,0,0,,16073000.0,,,6614.0,99 Years,19,98.0,60.0,53.0,landed,3
2800,,,,D19,,,,,,,,,6,1,12.6,11.666666666666666,5.6,6.166666666666667,https://www.99.co/singapore/condos-apartments/watertown,1.0,1.0,10,10,8,5,,1,1,0,,715000.0,4.0,2.0,527.0,99 Years,992,45.0,37.0,36.0,condo,2
2801,,,,D05,North,,,,,,,,14,1,9.0,13.4,5.5,4.0,https://www.99.co/singapore/condos-apartments/the-rochester,1281.0,1.0,10,10,2,7,3.0,1,1,1,1.0,1550000.0,,,,99 Years,334,70.0,26.0,22.0,condo,8
2802,,,,D08,,,Partially Furnished,,,,,,5,1,9.0,16.5,4.9,2.8,https://www.99.co/singapore/condos-apartments/r66-apartments,2.0,2.0,10,10,2,4,2.0,0,1,1,,1300000.0,1.0,,979.0,Freehold,34,51.0,18.0,18.0,condo,12
2803,,,,D17,North,,,,,,,,15,1,,,5.5,10.25,https://www.99.co/singapore/condos-apartments/the-inflora,2.0,2.0,10,9,0,1,,0,1,0,,985000.0,1.0,1.0,883.0,99 Years,396,37.0,57.0,51.0,condo,2
2804,,,,D25,,,,,,,,,10,1,13.5,13.0,5.111111111111111,5.2,https://www.99.co/singapore/condos-apartments/woodgrove-condominium,3.0,3.0,10,10,2,5,1.0,0,1,1,1.0,1190000.0,4.0,1.0,1625.0,99 Years,248,61.0,41.0,58.0,condo,20
2805,,,,D15,South East,04,,,,,,,19,1,,13.0,3.8,5.3,https://www.99.co/singapore/condos-apartments/amber-45,3.0,3.0,10,10,0,6,1.0,0,1,1,,2285000.0,1.0,1.0,1130.0,Freehold,139,34.0,34.0,29.0,condo,-2
2806,,,,D22,North South,06,,,,,,,4,1,15.5,18.75,4.9,1.9,,2.0,2.0,10,10,2,5,1.0,0,1,0,,290000.0,4.0,3.0,721.0,,,84.0,38.0,45.0,hdb,
2807,,,,D12,North South,,,,,,,,1,1,18.0,17.75,3.8333333333333335,6.25,https://www.99.co/singapore/hdb/22-saint-georges-road-adR2Fj5YTzBti4so3AizzLaa,2.0,3.0,10,10,1,4,3.0,0,1,1,1.0,636000.0,1.0,2.0,1270.0,99 Years,,49.0,25.0,26.0,hdb,35
2808,,,,D23,North East,,,,,,,,22,1,,12.5,5.1,5.0,https://www.99.co/singapore/condos-apartments/parkview-apartments,2.0,2.0,10,10,0,2,,0,1,0,,760000.0,3.0,1.0,937.0,99 Years,532,79.0,37.0,39.0,condo,21
2809,,,,D16,,,,,,,,,19,1,,14.5,5.142857142857143,6.0,https://www.99.co/singapore/condos-apartments/casa-merah,2.0,2.0,10,10,1,4,2.0,0,1,1,,1200000.0,1.0,3.0,947.0,99 Years,556,29.0,35.0,27.0,condo,10
2810,,,,D15,North,,,,,,,,5,1,,17.0,4.4,5.75,https://www.99.co/singapore/hdb/18-marine-terrace-adiQScT4zcwZdyxHL7z9J4x3,2.0,4.0,10,10,0,2,3.0,1,1,1,1.0,485000.0,1.0,,947.0,99 Years,,40.0,40.0,34.0,hdb,44
2811,,Land Only / For Rebuilding,,,North West,,,3 Storey Semi D,22 Sep 1992,,,,6,1,,,6.1,,https://www.99.co/singapore/landed/sembawang-springs-estate-demg8pkcy4d8RBrma5QWGuh,3733.0,5.0,10,8,0,1,,0,1,1,,3988888.0,1.0,1.0,,Freehold,,54.0,47.0,52.0,landed,
2812,,,,D27,,,Unfurnished,,,,,,7,0,,,,,,6.0,5.0,0,0,0,0,,0,0,0,,2300000.0,,,2779.0,,,,,,landed,
2813,,,,D19,North,,,,,,,,11,1,,14.5,4.9,6.0,https://www.99.co/singapore/condos-apartments/cardiff-residence,1.0,2.0,10,10,1,4,1.0,0,1,1,1.0,818888.0,3.0,2.0,613.0,99 Years,163,52.0,28.0,34.0,condo,4
2814,,,,D19,,,,,,,,,15,1,12.666666666666666,14.0,4.1,,https://www.99.co/singapore/condos-apartments/the-quinn,2.0,3.0,10,10,3,2,1.0,0,1,0,1.0,1250000.0,2.0,2.0,818.0,Freehold,139,58.0,30.0,30.0,condo,3
2815,,,,D25,South West,,,,,,,,2,1,12.0,14.0,4.2,5.571428571428571,,3.0,5.0,10,10,1,3,,1,1,1,,810000.0,3.0,2.0,2034.0,,,66.0,46.0,51.0,hdb,
2816,,,,D09,,,,,,,,20 Sep 2020,16,1,18.5,18.5,5.4,6.0,https://www.99.co/singapore/condos-apartments/watermark-robertson-quay,3.0,3.0,10,10,2,5,,1,1,1,,3000600.0,1.0,1.0,1667.0,Freehold,206,65.0,25.0,23.0,condo,11
2817,,,,D25,,,,3 Storey Semi D,,,,,7,0,,,,,,4.0,4.0,0,0,0,0,,0,0,0,,2650000.0,,,2220.0,,,,,,landed,
2818,,,,D03,North,,Fully Furnished,,,,,,17,1,,17.8,6.0,,https://www.99.co/singapore/condos-apartments/the-crest,3.0,3.0,10,10,1,5,2.0,1,1,1,,2219000.0,2.0,2.0,1141.0,99 Years,469,67.0,25.0,19.0,condo,1
2819,,,,D18,North South,,,,,,,,19,1,15.0,17.0,5.888888888888889,7.8,https://www.99.co/singapore/condos-apartments/changi-rise-condominium,3.0,3.0,10,10,1,2,,0,1,0,,1020000.0,3.0,2.0,1281.0,99 Years,598,26.0,51.0,43.0,condo,15
2820,,,,D14,,,,,,,,,12,1,7.0,14.0,5.444444444444445,6.8,https://www.99.co/singapore/hdb/62-dakota-crescent-adagdjqo64t4PapShtTL926c,3.0,3.0,10,10,2,3,3.0,0,1,1,,888000.0,,2.0,1497.0,99 Years,,48.0,27.0,23.0,hdb,50
2821,,,,D14,,,,,,,,,3,1,18.0,14.333333333333334,4.9,4.0,https://www.99.co/singapore/condos-apartments/1-loft,2.0,1.0,10,10,3,4,3.0,0,1,1,,681000.0,,1.0,560.0,Freehold,80,47.0,28.0,20.0,condo,4
2822,,,,D27,North,,,,,,,,3,1,19.0,22.0,4.1,3.0,https://www.99.co/singapore/hdb/593a-montreal-link-adj27TYg6dLvxU3JZCtXWPbZ,2.0,3.0,10,8,1,1,,0,1,0,,430000.0,1.0,,1001.0,99 Years,578,61.0,44.0,50.0,hdb,
2823,,,,,South East,,,,,,,,13,1,,20.5,,,https://www.99.co/singapore/condos-apartments/mimosa-park,3.0,4.0,10,3,0,2,,0,1,0,,1818888.0,,,1755.0,Freehold,175,58.0,43.0,49.0,condo,40
2824,,,,D22,East,,,,,,,11 Jun 2019,2,1,12.0,11.5,3.5,5.9,,2.0,3.0,10,10,2,4,1.0,1,1,1,,400000.0,4.0,3.0,914.0,,,86.0,47.0,39.0,hdb,
