,Availability,Condition,Cost of Renovation,District,Facing,Floor,Furnishing,Landed House Area Zoning,Last Renovated Date,Re-wiring/Structural Renovation,Tenancy Current Rent,Tenancy Lease Expiry,ammenities,atm_nearby,average_transit_duration_to_subway,average_transit_duration_to_supermarket,average_walking_duration_to_bus_station,average_walking_duration_to_clinic,link,num_baths,num_beds,num_bus_stations_nearby,num_clinics_nearby,num_subways_nearby,num_supermarkets_nearby,others,park_nearby,post_box_nearby,post_office_nearby,pre-tertiary,price,primary,secondary,sqft,tenure,total_units,transit_duration_to_changi_airport,transit_duration_to_orchard_road,transit_duration_to_raffles_place,type,year_since_completion
6893,Now,,,D09,North,,,,,,,,17,1,9.5,13.166666666666666,5.4,3.0,https://www.99.co/singapore/condos-apartments/devonshire-residences,1.0,1.0,10,10,3,9,,1,1,1,,1455000.0,1.0,,495.0,Freehold,84,53.0,11.0,12.0,condo,5
6894,Now,,,D16,South East,04,,,,,S$6000,28 Feb 2019,29,1,,12.0,5.2,2.4,https://www.99.co/singapore/condos-apartments/bedok-residences,4.0,4.0,10,10,1,7,,0,1,1,1.0,2490000.0,3.0,1.0,1970.0,99 Years,583,31.0,32.0,24.0,condo,4
6895,Now,,,D19,North West,,,,,,S$1750,31 Dec 2018,5,1,9.5,11.666666666666666,4.0,,https://www.99.co/singapore/condos-apartments/vibes-upper-serangoon,1.0,1.0,10,10,2,3,1.0,0,1,0,1.0,625000.0,1.0,2.0,409.0,Freehold,60,58.0,31.0,33.0,condo,3
6896,Now,,,D25,North South,,,,,,,,3,1,12.0,12.666666666666666,4.2,3.0,,2.0,4.0,10,10,1,4,,1,1,1,,768888.0,4.0,2.0,1905.0,,,66.0,46.0,54.0,hdb,
6897,Now,,,D18,North,,Partially Furnished,,,,,,2,1,,9.0,3.3,5.0,,2.0,4.0,10,10,0,2,,0,1,0,,570000.0,2.0,4.0,1582.0,,,23.0,47.0,46.0,hdb,
6898,Now,,,D15,,,,,,,,,21,1,,10.0,3.6,3.5,https://www.99.co/singapore/condos-apartments/st-patricks-residences,3423.0,4.0,10,10,0,2,3.0,1,1,0,1.0,4288000.0,1.0,,,Freehold,102,30.0,37.0,35.0,condo,6
6899,,Land Only / For Rebuilding,,D19,,,Unfurnished,2 Storey Mixed Landed,,,,,3,1,,,5.1,2.7777777777777777,https://www.99.co/singapore/landed/serangoon-garden-estate-deybsVE8bUasRKmQxti2nmLH,2.0,3.0,10,10,0,1,1.0,0,1,1,,3957000.0,1.0,3.0,4165.0,999 Years,,65.0,39.0,43.0,landed,5
6900,Now,,,D25,North South,,,,,,,,4,1,,,3.5,7.8,https://www.99.co/singapore/hdb/203-marsiling-drive-adfcRGickMM2JsvkjY39L8q,4.0,4.0,10,10,0,1,,1,1,0,,450000.0,,3.0,1614.0,99 Years,,79.0,51.0,63.0,hdb,38
6901,Now,,,D25,South,,,,,,,,15,1,16.0,15.5,4.1,7.1,https://www.99.co/singapore/condos-apartments/la-casa,3.0,3.0,10,10,1,4,,0,1,0,,838000.0,4.0,4.0,1141.0,99 Years,444,67.0,51.0,57.0,condo,11
6902,,,,D16,,,,2 Storey Semi D,,,,,3,0,,,,,,6.0,6.0,0,0,0,0,,0,0,0,,4700000.0,,,3321.0,,,,,,landed,
6903,Now,,,D19,North,03`,,,,,,,25,1,,,5.222222222222222,,https://www.99.co/singapore/condos-apartments/kingsford-waterbay,1.0,2.0,10,5,0,1,2.0,1,1,0,,900000.0,,2.0,657.0,99 Years,1165,57.0,44.0,44.0,condo,1
6904,Now,,,D16,,,,,,,,,12,1,,10.0,4.4,8.125,https://www.99.co/singapore/condos-apartments/waterfront-gold,2.0,2.0,10,10,0,4,1.0,1,1,0,,1050000.0,2.0,2.0,894.0,99 Years,361,35.0,39.0,40.0,condo,5
6905,Now,,,D09,,,,,,,,,10,1,17.0,16.2,4.7,4.5,https://www.99.co/singapore/condos-apartments/vivace,1.0,1.0,10,10,4,6,,1,1,1,,880000.0,1.0,1.0,398.0,999 Years,84,61.0,21.0,24.0,condo,7
6906,Now,,,D18,,,,,,,,,2,1,,18.5,3.3,4.142857142857143,,2.0,3.0,10,10,0,3,,0,1,0,1.0,450000.0,2.0,1.0,1119.0,,,33.0,46.0,45.0,hdb,
6907,Now,,,D9,South,,,,,,,,12,0,,,,,https://www.99.co/singapore/condos-apartments/haus-on-handy,2.0,3.0,0,0,0,0,,0,0,0,,2708000.0,,,947.0,99 Years,188,48.0,11.0,10.0,condo,-4
6908,Now,,,D19,North South,,,,,,,,3,1,14.0,14.0,3.6,4.6,https://www.99.co/singapore/hdb/271b-sengkang-central-adeikhsd2nNRPEGoaXSYfi8H,2.0,3.0,10,10,5,5,1.0,0,1,1,,540000.0,7.0,2.0,1001.0,99 Years,,41.0,35.0,34.0,hdb,9
6909,Now,,,D5,,,,,,,,,1,0,,,,,https://www.99.co/singapore/condos-apartments/parc-clematis,2.0,2.0,0,0,0,0,,0,0,0,,1049000.0,,,689.0,99 Years,1468,83.0,41.0,35.0,condo,-4
6910,,,,D09,,,Fully Furnished,,,,,,14,1,13.0,12.666666666666666,4.8,6.8,https://www.99.co/singapore/condos-apartments/newton-edge,2.0,2.0,10,10,2,5,3.0,0,1,1,,2060000.0,1.0,,1292.0,Freehold,104,58.0,14.0,19.0,condo,8
6911,Now,,,D16,,,Unfurnished,,,,,,3,1,,28.0,5.2,3.1,https://www.99.co/singapore/hdb/606-bedok-reservoir-road-adWWJoZWgGSWKHekugAy8Me8,2.0,2.0,10,10,0,2,,0,1,0,,285000.0,3.0,2.0,721.0,99 Years,,43.0,40.0,34.0,hdb,37
6912,Now,,,D27,,,,,,,,,4,1,,19.0,3.6,4.1,https://www.99.co/singapore/hdb/502a-wellington-circle-adyFCETmyFwW9ejTc43QwfBg,2.0,4.0,10,10,1,5,,0,1,1,,510000.0,4.0,2.0,1399.0,99 Years,,56.0,35.0,41.0,hdb,18
6913,29 Feb 2020,,,D05,North West,,,,,,S$2950,29 Feb 2020,12,1,13.5,,4.3,,https://www.99.co/singapore/condos-apartments/bayville-condominium,3.0,3.0,10,1,2,0,,1,1,0,,1500000.0,,,1248.0,Freehold,63,82.0,42.0,38.0,condo,23
6914,Now,,,D26,North West,,,3 Storey Semi D,31 Aug 2017,Yes,,,7,0,,,,,,6.0,5.0,0,0,0,0,,0,0,0,,4380000.0,,,2157.0,,,,,,landed,
6915,12 Jul 2019,,,D14,,,,,,,,,2,1,,14.333333333333334,5.2,3.2857142857142856,https://www.99.co/singapore/hdb/13-upper-boon-keng-road-adMuuxetTaLXRVWj8JeK6z9o,2.0,4.0,10,10,1,5,,1,1,0,,830000.0,1.0,,1323.0,99 Years,,48.0,24.0,16.0,hdb,44
6916,,,,,,,,,,,,,0,1,15.0,14.75,4.5,5.666666666666667,,,,10,10,1,5,1.0,0,1,1,1.0,,5.0,2.0,,,,52.0,49.0,57.0,others,
6917,Now,,,D23,,,Partially Furnished,,,,,,7,1,11.75,12.5,4.8,4.166666666666667,https://www.99.co/singapore/condos-apartments/hillsta,1.0,1.0,10,10,6,5,,0,1,1,1.0,700000.0,2.0,2.0,624.0,99 Years,416,81.0,28.0,46.0,condo,2
6918,,,,D14,West,,,Not in Landed Housing Area,,,,,5,1,11.0,11.0,6.0,5.75,https://www.99.co/singapore/landed/kembangan-estate-dewm386iAUoCKjE6JQG3s7kj,9.0,7.0,10,10,2,2,1.0,0,1,0,,5200000.0,2.0,1.0,3187.0,Freehold,,39.0,35.0,27.0,landed,
6919,Now,,,D16,North South,High,,,,,,,13,1,,11.0,4.5,7.571428571428571,https://www.99.co/singapore/condos-apartments/waterfront-waves,2.0,2.0,10,10,0,4,1.0,1,1,0,,1040000.0,2.0,2.0,980.0,99 Years,405,36.0,39.0,40.0,condo,8
6920,01 Nov 2019,,,D15,,,,,,,,,8,1,,17.0,3.9,6.4,https://www.99.co/singapore/condos-apartments/lavernes-loft,1.0,1.0,10,10,0,3,3.0,0,1,0,,569999.0,,,398.0,Freehold,44,44.0,41.0,34.0,condo,26
6921,Now,,,D08,,,,,,,,,14,1,17.0,19.5,4.6,4.8,https://www.99.co/singapore/condos-apartments/vogx,2.0,2.0,10,10,3,5,2.0,0,1,1,,1580000.0,1.0,,1593.0,Freehold,29,61.0,23.0,22.0,condo,9
6922,Now,,,D04,North East,,,,,,,18 Aug 2018,14,1,10.0,11.0,5.222222222222222,,https://www.99.co/singapore/condos-apartments/the-foresta-mount-faber,2.0,1.0,10,10,2,1,,1,1,0,,1490000.0,1.0,,775.0,Freehold,141,71.0,31.0,24.0,condo,5
6923,Now,,,D19,,,,Not in Landed Housing Area,,,,,1,0,,,,,,5.0,5.0,0,0,0,0,,0,0,0,,3400000.0,,,2724.0,,,,,,landed,
6924,Now,,,D09,,,,,,,,,12,1,13.0,14.555555555555555,5.2,7.0,https://www.99.co/singapore/condos-apartments/paterson-residence,5.0,4.0,10,10,2,10,,0,1,1,,5300000.0,,,2013.0,Freehold,110,59.0,15.0,17.0,condo,11
6925,Now,,,D27,North,,,,,,,,1,1,12.0,13.285714285714286,4.4,4.3,,2.0,3.0,10,10,1,9,1.0,0,1,1,,370000.0,3.0,3.0,1001.0,,,59.0,42.0,48.0,hdb,
6926,01 Oct 2023,,,D15,,,,,,,,,12,0,,,,,https://www.99.co/singapore/condos-apartments/amber-park,2.0,3.0,0,0,0,0,,0,0,0,,2588000.0,,,1109.0,Freehold,592,35.0,35.0,29.0,condo,-4
6927,Now,,,D16,,,,,,,,,2,1,,19.666666666666668,6.25,6.25,https://www.99.co/singapore/hdb/770-bedok-reservoir-view-ad3DcjrXNPfGmUW467Jim5sL,2.0,3.0,10,10,0,4,2.0,0,1,0,,536000.0,2.0,2.0,1130.0,99 Years,,43.0,47.0,40.0,hdb,19
6928,01 Jun 2022,,,D12,North South,,,,,,,,12,0,,,,,https://www.99.co/singapore/condos-apartments/jui-residences,2.0,2.0,0,0,0,0,,0,0,0,,1100000.0,,,657.0,Freehold,117,46.0,29.0,27.0,condo,-3
6929,Now,,,D16,North East,,,,,,,,2,1,12.0,14.0,5.1,5.2,https://www.99.co/singapore/hdb/34-bedok-south-avenue-2-admepoH8QMwahvXGseBpcWjc,1.0,3.0,10,10,1,4,2.0,0,1,1,1.0,350000.0,2.0,1.0,968.0,99 Years,,33.0,41.0,33.0,hdb,42
6930,01 Mar 2022,,,D18,North East,,,,,,,,22,1,,13.5,5.777777777777778,7.0,https://www.99.co/singapore/condos-apartments/the-tapestry,1.0,4.0,10,10,0,2,1.0,0,1,0,,648000.0,,3.0,474.0,99 Years,861,40.0,51.0,47.0,condo,-2
6931,,,,,North East,,,,,,,,5,1,16.0,15.0,5.0,6.0,https://www.99.co/singapore/landed/llyn-gardens-deiQimXSx8uxz825AkLspqGW,5.0,5.0,10,10,2,2,3.0,0,1,0,,4000000.0,,2.0,3456.0,Freehold,40,49.0,39.0,32.0,landed,28
6932,Now,,,D19,North West,,,Not in Landed Housing Area,,,,,3,0,,,,,,4.0,5.0,0,0,0,0,,0,0,0,,2800000.0,,,1615.0,,,,,,landed,
6933,Now,,,D14,,,,,,,,,10,1,14.333333333333334,14.5,4.8,6.1,https://www.99.co/singapore/condos-apartments/cosmo,2.0,2.0,10,10,4,4,3.0,0,1,1,,1040000.0,,1.0,667.0,Freehold,45,53.0,27.0,22.0,condo,9
6934,01 Mar 2022,,,D03,South,,,,,,,,17,0,,,,,https://www.99.co/singapore/condos-apartments/stirling-residences,1.0,1.0,0,0,0,0,,0,0,0,,866000.0,,,441.0,99 Years,1259,66.0,27.0,19.0,condo,-3
6935,28 Aug 2019,,,D03,South West,,,,,,,,6,1,,16.0,3.0,2.8,,2.0,3.0,10,10,1,5,2.0,1,1,1,,780000.0,2.0,3.0,1076.0,,,61.0,24.0,13.0,hdb,
6936,,,,D09,,,,,,,S$12000,,8,1,9.0,13.5,5.555555555555555,4.0,https://www.99.co/singapore/condos-apartments/the-claymore,3.0,3.0,10,10,2,8,1.0,0,1,1,,8000000.0,,,2680.0,Freehold,146,54.0,6.0,18.0,condo,34
6937,,,,D19,,,,,,,,,0,0,,,,,https://www.99.co/singapore/condos-apartments/piermont-grand,1130.0,3.0,0,0,0,0,,0,0,0,,1186500.0,,,,99 Years,,48.0,43.0,42.0,condo,
6938,Now,,,D19,,,,,,,,,16,1,10.166666666666666,12.333333333333334,3.7,5.1,https://www.99.co/singapore/condos-apartments/la-fiesta,3.0,3.0,10,10,7,5,2.0,0,1,1,,1250000.0,6.0,2.0,990.0,99 Years,810,41.0,36.0,35.0,condo,2
6939,Now,,,D13,,,,,,,,,5,1,13.0,15.0,4.3,,https://www.99.co/singapore/condos-apartments/suites-braddell,1.0,1.0,10,10,2,2,,0,1,0,1.0,570000.0,2.0,2.0,398.0,Freehold,33,59.0,30.0,29.0,condo,4
6940,01 Sep 2019,,,D03,,,,,,,S$3800,31 Aug 2019,16,1,,16.4,4.4,6.5,https://www.99.co/singapore/condos-apartments/tanglin-view,3.0,3.0,10,10,1,5,2.0,1,1,1,,1600000.0,2.0,3.0,1152.0,99 Years,384,63.0,24.0,16.0,condo,17
6941,,For Reno / A&A,,D14,,,,,,Yes,S$2800,01 Jul 2020,0,0,,,,,,4.0,4.0,0,0,0,0,,0,0,0,,680000.0,,,1100.0,,,,,,landed,
6942,Now,,,D3,North,,,,,,,,6,0,,,,,https://www.99.co/singapore/condos-apartments/one-pearl-bank,1.0,,0,0,0,0,,0,0,0,,980000.0,,,431.0,99 Years,774,59.0,20.0,11.0,condo,-4
6943,Now,,,D23,South,12,,,,,,,15,1,9.5,12.25,3.9,5.222222222222222,https://www.99.co/singapore/condos-apartments/palm-gardens,3.0,4.0,10,10,4,4,,0,1,1,,1100000.0,3.0,1.0,1430.0,99 Years,694,78.0,35.0,46.0,condo,19
6944,Now,,,D22,,,Fully Furnished,,,,,,2,1,13.0,15.571428571428571,4.25,6.0,https://www.99.co/singapore/hdb/284-toh-guan-road-admVXM93hNcwmGoiD5CsBepK,2.0,3.0,10,10,1,7,,0,1,1,,640000.0,1.0,3.0,1302.0,99 Years,,80.0,34.0,38.0,hdb,21
6945,,,,D05,,,,3 Storey Semi D,,,,,2,0,,,,,,2153.0,4.0,0,0,0,0,,0,0,0,,3800000.0,,,,,,,,,landed,
6946,Now,,,D04,,,,,,,,,13,1,,13.0,5.5,,https://www.99.co/singapore/condos-apartments/reflections-at-keppel-bay,3.0,3.0,10,10,1,1,,0,1,0,,2860000.0,,,1776.0,99 Years,1129,71.0,33.0,26.0,condo,8
6947,,,,D10,,,Partially Furnished,,,,,,9,1,10.0,12.333333333333334,4.2,4.5,https://www.99.co/singapore/condos-apartments/the-tessarina,2.0,2.0,10,8,2,3,2.0,0,1,0,,1800000.0,,,980.0,Freehold,443,69.0,29.0,41.0,condo,16
6948,Now,,,D15,,,,,,,,,10,0,,,,,https://www.99.co/singapore/condos-apartments/coastline-residences,2.0,2.0,0,0,0,0,,0,0,0,,1708000.0,,,721.0,Freehold,144,38.0,34.0,31.0,condo,-3
6949,Now,,,D19,East,,Partially Furnished,,,,,,15,0,,,,,https://www.99.co/singapore/condos-apartments/riverfront-residences,3.0,3.0,0,0,0,0,,0,0,0,,1286000.0,,,1066.0,99 Years,1478,54.0,43.0,42.0,condo,-5
6950,31 Oct 2021,,,D10,,05,,,,,,,9,0,,,,,https://www.99.co/singapore/condos-apartments/120-grange,2.0,2.0,0,0,0,0,,0,0,0,,2193000.0,,,678.0,Freehold,56,73.0,26.0,27.0,condo,-2
6951,01 Oct 2022,,,D05,,,,,,,,,19,0,,,,,https://www.99.co/singapore/condos-apartments/whistler-grand,3.0,4.0,0,0,0,0,,0,0,0,,1587600.0,,,1281.0,99 Years,716,83.0,40.0,36.0,condo,-3
6952,Now,,,D03,,,Partially Furnished,,,,,,7,1,11.5,13.333333333333334,3.5,5.75,https://www.99.co/singapore/condos-apartments/margaret-ville,1.0,1.0,10,10,2,3,,0,1,0,,919240.0,2.0,1.0,463.0,99 Years,309,72.0,27.0,24.0,condo,-2
6953,Now,,,D19,,,,,,,,,27,0,,,,,https://www.99.co/singapore/condos-apartments/affinity-at-serangoon,624.0,2.0,0,0,0,0,,0,0,0,,917000.0,,,,99 Years,1057,53.0,39.0,41.0,condo,-5
6954,Now,,,D18,,,,,,,,,1,1,14.0,14.5,5.0,4.8,,1119.0,3.0,10,10,2,6,,0,1,1,,398000.0,5.0,3.0,,,,31.0,44.0,36.0,hdb,
6955,Now,,,D08,,,,,,,S$4750,01 Jan 2020,11,1,9.0,15.5,4.1,3.888888888888889,https://www.99.co/singapore/condos-apartments/citylights,3.0,3.0,10,10,2,4,,1,1,1,,2300000.0,1.0,,1442.0,99 Years,600,47.0,20.0,12.0,condo,12
6956,Now,,,D04,,,,3 Storey Mixed Landed,,,S$14000,18 Feb 2020,13,1,,86.0,,,https://www.99.co/singapore/landed/the-berthside-de5yJosSZqZSTgezwN5PhJua,5.0,5.0,0,1,0,2,,0,0,0,,9800000.0,,,3858.0,99 Years,8,106.0,67.0,61.0,landed,13
6957,01 Oct 2021,,,D18,,,,,,,,,27,1,,13.5,5.777777777777778,7.0,https://www.99.co/singapore/condos-apartments/the-tapestry,3.0,3.0,10,10,0,2,1.0,0,1,0,,1355200.0,,3.0,1130.0,99 Years,861,40.0,51.0,47.0,condo,-2
6958,13 Mar 2020,,,D09,East,,,,,,S$2200,13 Mar 2020,10,1,22.0,19.4,6.4,6.0,https://www.99.co/singapore/condos-apartments/martin-edge,2.0,1.0,10,10,1,5,,1,1,1,,1100000.0,1.0,1.0,581.0,Freehold,9,68.0,23.0,26.0,condo,13
6959,Now,Brand New,,D14,North South,,,3 Storey Mixed Landed,,No,,,7,1,11.0,11.0,6.0,5.75,https://www.99.co/singapore/landed/kembangan-estate-dewm386iAUoCKjE6JQG3s7kj,3.0,4.0,10,10,2,2,1.0,0,1,0,,4200000.0,2.0,1.0,3362.0,Freehold,,39.0,35.0,27.0,landed,
6960,,,,D16,,,Partially Furnished,,,,,,26,1,,15.25,5.375,7.0,https://www.99.co/singapore/condos-apartments/urban-vista,1.0,1.0,10,10,1,5,2.0,0,1,1,,950000.0,2.0,3.0,549.0,99 Years,582,29.0,35.0,27.0,condo,3
6961,Now,,,D12,North East,,,,,,,01 Feb 2019,27,1,13.0,13.0,3.9,2.8,https://www.99.co/singapore/condos-apartments/trevista,3.0,3.0,10,10,3,3,5.0,1,1,1,,1780000.0,1.0,2.0,1141.0,99 Years,590,62.0,17.0,23.0,condo,8
6962,Now,,,D14,North South,,,,,,,,15,0,,,,,https://www.99.co/singapore/condos-apartments/rezi-24,1.0,2.0,0,0,0,0,,0,0,0,,682600.0,,,452.0,Freehold,110,49.0,30.0,22.0,condo,-3
6963,Now,,,D12,,8,,,,,,,2,1,22.0,12.0,4.7,4.875,https://www.99.co/singapore/hdb/114-whampoa-road-adnfxHsxJ49irWJ5ezFqb7F,2.0,4.0,10,10,1,4,2.0,0,1,1,,669000.0,1.0,1.0,1367.0,99 Years,,69.0,22.0,33.0,hdb,47
6964,Now,,,D19,North East,,,,,,,,14,1,15.0,20.5,4.75,4.5,https://www.99.co/singapore/condos-apartments/flo-residence,3.0,4.0,10,10,5,3,1.0,0,1,1,,1700000.0,4.0,1.0,2270.0,99 Years,530,43.0,45.0,45.0,condo,3
6965,Now,,,D21,North West,,,,,,,,25,1,,11.0,4.0,5.25,https://www.99.co/singapore/condos-apartments/the-cascadia,4.0,4.0,10,8,1,3,2.0,0,1,0,,2820000.0,,,1582.0,Freehold,536,68.0,27.0,33.0,condo,8
6966,,,,D16,East,,,,,,S$0,25 Apr 2019,3,1,14.0,16.0,4.8,4.3,https://www.99.co/singapore/hdb/19-chai-chee-road-adijtBQS6Jn5CgRv8x3tzHUj,2.0,2.0,10,10,1,3,,0,1,0,,265000.0,3.0,1.0,699.0,99 Years,,43.0,46.0,39.0,hdb,39
6967,,,,D20,North South,,,,,,,,2,1,13.0,14.2,4.888888888888889,5.3,https://www.99.co/singapore/hdb/129-ang-mo-kio-avenue-3-adjgLwLoSvUqGy7GxYkT4znj,2.0,3.0,10,10,1,7,1.0,1,1,1,1.0,335000.0,2.0,3.0,785.0,99 Years,,61.0,28.0,33.0,hdb,40
6968,Now,,,D04,,,Partially Furnished,,,,,,10,1,,13.0,5.5,,https://www.99.co/singapore/condos-apartments/reflections-at-keppel-bay,3.0,3.0,10,10,1,1,,0,1,0,,2860260.0,,,1744.0,99 Years,1129,71.0,33.0,26.0,condo,8
6969,,,,D27,,,,,,,,,18,1,,16.333333333333332,3.75,7.0,https://www.99.co/singapore/condos-apartments/signature-at-yishun,3.0,4.0,10,10,0,3,1.0,1,1,0,,950000.0,2.0,2.0,1184.0,99 Years,525,59.0,43.0,48.0,condo,1
6970,,,,,,,,,,,,,0,1,12.0,12.6,5.857142857142857,3.8,https://www.99.co/singapore/landed/emerald-hill-conservation-area-dedBcatureJFLmY2hD9TrRV3,3300.0,4.0,10,10,4,7,1.0,1,1,1,,6450000.0,1.0,,,Freehold,,52.0,13.0,14.0,landed,
6971,Now,,,D03,,,,,,,,,22,1,,15.0,3.9,6.111111111111111,https://www.99.co/singapore/condos-apartments/commonwealth-towers,452.0,1.0,10,10,1,4,,0,1,0,,896000.0,2.0,2.0,,99 Years,845,63.0,25.0,16.0,condo,0
6972,Now,,,D03,,,,,,,,,4,1,11.5,17.25,4.9,4.0,,2.0,3.0,10,10,2,6,1.0,0,1,1,,900000.0,2.0,2.0,1184.0,,,70.0,23.0,22.0,hdb,
6973,Now,,,D21,North,03,,,,,,,19,0,,,,,https://www.99.co/singapore/condos-apartments/mayfair-modern,2.0,3.0,0,0,0,0,,0,0,0,,1598000.0,,,807.0,99 Years,171,66.0,25.0,31.0,condo,-5
6974,31 Dec 2024,,,D21,North South,,,,,,,,15,0,,,,,https://www.99.co/singapore/condos-apartments/mayfair-gardens,2.0,1.0,0,0,0,0,,0,0,0,,1044000.0,,,592.0,99 Years,215,67.0,26.0,32.0,condo,-5
6975,Now,,,D23,,,,,,,,,17,1,16.5,16.666666666666668,4.2,7.25,https://www.99.co/singapore/condos-apartments/regent-heights,3.0,2.0,10,10,2,5,,1,1,1,,800000.0,3.0,2.0,1023.0,99 Years,645,82.0,45.0,50.0,condo,20
6976,Now,,,D21,South East,,,,,,,,24,1,,11.0,4.0,5.25,https://www.99.co/singapore/condos-apartments/the-cascadia,3.0,4.0,10,8,1,3,2.0,0,1,0,,2630000.0,,,1410.0,Freehold,536,68.0,27.0,33.0,condo,8
6977,Now,,,D09,,,,,,,,,23,1,11.0,13.5,5.9,4.4,https://www.99.co/singapore/condos-apartments/st-thomas-suites,2605.0,4.0,10,10,2,7,,1,1,1,,6450000.0,1.0,,,Freehold,176,57.0,12.0,14.0,condo,9
6978,Now,,,D19,,,,,,,,,3,1,13.333333333333334,12.0,3.7,4.333333333333333,https://www.99.co/singapore/hdb/260b-punggol-way-adutWTdVUxJrYncqoS2rCyTj,2.0,3.0,10,10,5,3,,0,1,0,,510000.0,3.0,1.0,990.0,99 Years,,42.0,41.0,40.0,hdb,
6979,Now,,,D23,,,,,,,,,0,1,10.5,13.333333333333334,3.6,3.8,,2.0,3.0,10,10,5,6,,0,1,1,1.0,488000.0,4.0,3.0,1184.0,,,78.0,38.0,44.0,hdb,
6980,,,,D14,,,,3 Storey Mixed Landed,,,,,1,0,,,,,,1760.0,3.0,0,0,0,0,,0,0,0,,3999999.0,,,,,,,,,landed,
6981,Now,,,D22,East,02,,,,,,,5,1,,17.0,3.7,4.888888888888889,,2.0,2.0,10,10,0,3,,0,1,0,,235000.0,1.0,2.0,731.0,,,93.0,52.0,46.0,hdb,
6982,Now,,,D09,North South,18,,,,,S$4000,06 Feb 2020,16,1,,20.666666666666668,6.0,5.75,https://www.99.co/singapore/condos-apartments/starlight-suites,1.0,1.0,10,10,1,5,,1,1,1,,1980000.0,1.0,1.0,850.0,Freehold,105,70.0,21.0,28.0,condo,4
6983,Now,,,D02,North South,,Unfurnished,,,,,,4,1,15.0,,3.9,1.9,https://www.99.co/singapore/hdb/1g-cantonment-road-adSed6nhwYEmKevBydk3hjHH,2.0,3.0,10,10,2,3,,1,1,1,,959000.0,1.0,,1022.0,99 Years,,61.0,25.0,13.0,hdb,8
6984,Now,,,D14,North,,Partially Furnished,,,,,,11,1,12.0,11.75,5.6,6.2,https://www.99.co/singapore/condos-apartments/the-navian,2.0,2.0,10,10,1,4,1.0,0,1,0,,990126.0,2.0,2.0,657.0,Freehold,48,46.0,31.0,28.0,condo,-1
6985,29 Jul 2019,,,D14,,,,,,,,29 Jul 2019,9,1,10.0,12.0,5.2,4.714285714285714,https://www.99.co/singapore/condos-apartments/palmera-east,1.0,1.0,10,10,2,2,1.0,0,1,0,,635000.0,1.0,,431.0,Freehold,32,35.0,31.0,23.0,condo,7
6986,Now,,,D21,,,,,,,,,11,0,11.0,15.0,4.6,5.666666666666667,https://www.99.co/singapore/condos-apartments/parc-palais,2.0,2.0,10,7,1,2,,1,1,0,,1350000.0,,,1087.0,Freehold,517,77.0,37.0,47.0,condo,20
6987,Now,,,D14,,,Unfurnished,,,,,,3,1,14.333333333333334,17.0,4.5,5.7,https://www.99.co/singapore/condos-apartments/treasures-g19,1.0,1.0,10,10,3,4,2.0,0,1,1,,670000.0,,,452.0,Freehold,27,48.0,29.0,21.0,condo,4
6988,Now,,,D10,North,,,,,,,,6,1,,14.5,4.5,5.0,https://www.99.co/singapore/condos-apartments/charleston,2.0,2.0,10,10,0,4,1.0,1,1,1,,1750000.0,2.0,,969.0,Freehold,48,64.0,17.0,27.0,condo,17
6989,,,,D11,,,Partially Furnished,,,,,,6,1,12.0,15.75,4.3,6.2,https://www.99.co/singapore/condos-apartments/newton-18,1.0,1.0,10,10,2,5,4.0,0,1,1,,1250000.0,,,614.0,Freehold,81,57.0,12.0,19.0,condo,17
6990,Now,,,D18,,,,,,,,,3,1,,,4.0,4.5,https://www.99.co/singapore/hdb/528a-pasir-ris-street-51-ad8qMhs57whjYyUg6A48opyR,1.0,1.0,10,10,1,2,1.0,1,1,1,,300000.0,3.0,1.0,505.0,99 Years,1386,29.0,46.0,38.0,hdb,
6991,,,,D16,East,,,3 Storey Mixed Landed,01 May 2013,Yes,,,8,1,15.0,15.333333333333334,6.0,6.0,https://www.99.co/singapore/landed/peakview-estate-dez4wjAViHmDWZPuPJMMwbHC,5.0,4.0,10,10,1,5,1.0,0,1,1,,5550000.0,1.0,2.0,3304.0,Freehold,,41.0,40.0,32.0,landed,40
6992,Now,,,D19,East,,,,,,,,9,1,11.166666666666666,13.25,3.3,5.4,https://www.99.co/singapore/condos-apartments/the-luxurie,2.0,2.0,10,10,7,6,2.0,0,1,1,,915000.0,6.0,2.0,732.0,99 Years,622,39.0,36.0,36.0,condo,4
6993,30 Sep 2023,,,D15,,,,,,,,,14,0,,,,,https://www.99.co/singapore/condos-apartments/amber-park,1572.0,4.0,0,0,0,0,,0,0,0,,3438400.0,,,,Freehold,592,35.0,35.0,29.0,condo,-4
6994,,,,D19,,,Partially Furnished,,,,,,22,1,,,5.222222222222222,,https://www.99.co/singapore/condos-apartments/kingsford-waterbay,2.0,3.0,10,5,0,1,2.0,1,1,0,,1017700.0,,2.0,850.0,99 Years,1165,57.0,44.0,44.0,condo,1
6995,Now,,,D27,,,,,,,,,23,1,,,4.75,,https://www.99.co/singapore/condos-apartments/kandis-residence,2.0,2.0,10,0,0,0,,1,1,0,,919400.0,,,732.0,99 Years,130,70.0,54.0,59.0,condo,-2
6996,Now,,,D27,North South,,,,,,,,14,1,,,4.8,3.7,https://www.99.co/singapore/condos-apartments/the-canopy,3.0,3.0,10,10,0,2,,1,1,0,,1028000.0,3.0,2.0,1195.0,99 Years,406,63.0,45.0,50.0,condo,5
