,name,geometry,area
de2N2BWSZziKW4rqmKzFuLcP,sophia-residence,"POLYGON ((29723.49370003406 31557.22299999899, 29729.49920003573 31556.26259999876, 29739.76380003379 31554.62089999917, 29738.28590003374 31549.45800000019, 29737.05340003374 31545.15300000053, 29723.06500003475 31496.29299999925, 29734.17500003418 31492.96499999949, 29753.36420003438 31487.89650000038, 29769.52100003378 31483.62900000035, 29764.79570003544 31471.83799999919, 29758.48820003298 31456.09959999995, 29749.83000003388 31428.20709999989, 29735.46510003424 31393.27189999973, 29734.63670003337 31391.25730000028, 29733.92400003327 31389.52399999991, 29731.89300003404 31380.65129999969, 29731.30820003334 31378.09699999882, 29730.18800003369 31373.20299999941, 29729.36520003398 31370.49950000051, 29729.27720003402 31370.21259999986, 29728.49400003344 31369.9179999993, 29726.22100003376 31369.06359999963, 29723.97880003387 31368.22100000048, 29720.46630003471 31366.90069999883, 29718.90810003412 31366.31499999918, 29714.28820003283 31364.57850000048, 29714.19380003286 31364.54309999913, 29714.16700003478 31364.53299999946, 29709.42500003327 31362.74999999966, 29704.35500003375 31360.84500000031, 29699.77700003413 31359.12399999952, 29694.47900003424 31357.13299999911, 29685.18400003437 31353.6390000001, 29680.60700003389 31351.91799999926, 29679.53300003412 31351.51400000008, 29676.58700003377 31350.40699999932, 29666.60800003412 31346.65599999913, 29661.70300003374 31344.81200000049, 29656.57000003416 31342.88399999926, 29651.74100003407 31341.06750000047, 29651.41800003405 31340.94600000015, 29646.00190003314 31338.90980000012, 29645.2240000337 31338.61800000044, 29637.56540003379 31350.8852999989, 29633.54630003291 31357.32269999911, 29629.95730003383 31363.07169999895, 29629.75560003361 31363.39440000024, 29627.91990003427 31366.33500000052, 29625.18740003408 31370.70020000042, 29625.18190003349 31370.70900000035, 29626.4169000332 31371.0170000006, 29626.61580003182 31371.09809999878, 29636.2140000332 31375.01400000008, 29645.3430000342 31380.36299999955, 29653.33100003311 31386.7259999994, 29656.45000003421 31389.71199999905, 29663.8311000334 31398.02089999951, 29667.06340003429 31402.7057499994, 29667.39200003407 31403.18199999969, 29687.95300003378 31411.38900000006, 29677.16100003419 31421.70399999959, 29679.60200003356 31428.20800000021, 29682.27500003502 31439.30000000042, 29683.57300003347 31450.63599999963, 29683.47700003415 31462.04599999974, 29681.9870000339 31473.35799999873, 29679.12700003573 31484.40300000052, 29679.1023000345 31484.46560000032, 29679.10150003339 31484.46869999884, 29674.91400003316 31495.08589999899, 29669.46280003429 31505.11319999922, 29665.19440003417 31511.08369999907, 29664.06460003453 31512.66410000028, 29662.82610003347 31514.39640000057, 29660.92930003432 31516.46169999954, 29660.01100003214 31517.46149999987, 29659.04890003402 31518.5089999993, 29658.43630003415 31519.17589999886, 29658.76300003444 31520.50400000032, 29661.91270003428 31528.59979999963, 29661.91890003392 31528.6159000002, 29662.84260003406 31531.01409999992, 29663.17900003311 31531.88770000044, 29663.28850003394 31532.17199999986, 29666.68960003366 31541.00280000046, 29675.87000003464 31564.83899999936, 29686.99390003402 31563.06059999914, 29697.07810003286 31561.44789999878, 29714.04880003352 31558.73369999941, 29723.49370003406 31557.22299999899))",15289.673387428913
deto7FudxkHc9dvbuFHR6P9c,starlight-suites,"POLYGON ((28467.09600003395 30699.14599999935, 28459.50100003408 30650.99499999882, 28430.90800003421 30647.16799999928, 28419.66360003419 30648.87949999947, 28419.74932503307 30651.43687500024, 28420.10202503481 30661.95645000006, 28420.56343588835 30668.50157565549, 28421.5060063362 30674.99555754817, 28422.92467503369 30681.40352500007, 28423.09300003373 30682.04800000009, 28424.99000003433 30688.26500000031, 28428.17500003383 30697.0270000004, 28431.0710000339 30703.34099999965, 28435.44500003448 30716.02999999903, 28467.09600003395 30699.14599999935))",2364.9562949562164
de8BgREqTYFecvv5nGuw4HxJ,the-cosmopolitan,"POLYGON ((27950.6989500336 30944.19192500004, 27950.69870003169 30944.19109999913, 27950.69717503437 30944.18602499884, 27940.20797503405 30910.01462499949, 27927.08000003353 30867.24699999918, 27919.3472000332 30842.09270000052, 27919.34700003406 30842.09199999982, 27908.43500003257 30861.51600000039, 27893.93800003337 30857.063999999, 27857.62100003375 30836.63149999978, 27854.66990003398 30841.91400000045, 27853.20480003467 30844.55120000022, 27847.98040003404 30853.95499999975, 27838.26070003397 30871.3496999998, 27821.61250003575 30901.14369999953, 27820.02530003367 30903.98430000027, 27819.8339000342 30904.35349999891, 27819.64450003391 30904.72259999962, 27819.4628000335 30905.10359999873, 27819.29290003404 30905.48430000026, 27819.14250003393 30905.87299999934, 27818.99210003405 30906.26359999894, 27818.86130003328 30906.66389999874, 27818.74210003489 30907.06249999967, 27818.62100003369 30907.46279999954, 27818.52140003371 30907.86319999921, 27818.43160003376 30908.27349999887, 27818.36130003448 30908.68349999898, 27818.29290003339 30909.10349999893, 27818.23240003352 30909.51359999889, 27818.1914000344 30909.92380000054, 27818.16210003482 30910.34569999913, 27818.14250003284 30910.76569999904, 27818.13080003393 30911.18549999931, 27818.13080003472 30911.59569999915, 27818.15020003348 30912.01549999942, 27818.16990003425 30912.43559999917, 27818.21090003423 30912.84569999912, 27818.25970003493 30913.26559999921, 27818.32040003381 30913.67569999921, 27818.39060003232 30914.08589999901, 27818.48040003375 30914.49599999898, 27818.57030003513 30914.90619999883, 27818.67960003425 30915.30460000001, 27818.80070003317 30915.7049999997, 27818.91990003463 30916.10539999943, 27819.06050003366 30916.495999999, 27819.21280003399 30916.88479999974, 27819.38280003381 30917.27529999956, 27819.55270003377 30917.65819999915, 27819.73240003357 30918.03709999998, 27819.92180003342 30918.40819999911, 27820.13280003378 30918.76749999976, 27820.34160003332 30919.12690000017, 27820.56250003367 30919.4766000003, 27820.80270003418 30919.82809999926, 27821.04290003366 30920.1678999994, 27821.29290003341 30920.49799999934, 27821.55270003395 30920.82809999922, 27821.82220003464 30921.14640000057, 27822.10150003401 30921.45700000008, 27822.39250003343 30921.75779999945, 27822.68150003374 30922.05660000037, 27822.99410003351 30922.33779999952, 27823.30460003551 30922.61710000002, 27823.62300003353 30922.88660000046, 27823.94330003463 30923.14640000054, 27824.28320003421 30923.39839999904, 27824.62300003412 30923.6385999989, 27824.97460003623 30923.87890000051, 27825.32420003389 30924.09950000013, 27825.68350003477 30924.30849999901, 27826.04680003315 30924.50969999995, 27826.41600003356 30924.69920000026, 27826.79680003296 30924.8885999989, 27826.8458000344 30924.91070000049, 27827.17570003265 30925.05849999903, 27827.20580003366 30925.07090000027, 27827.56640003421 30925.21869999884, 27827.95500003337 30925.36910000039, 27828.34960003489 30925.50779999948, 27831.37910003403 30926.52679999882, 27856.61130003368 30935.01359999891, 27860.42960003433 30936.26549999945, 27864.28120003357 30937.43749999964, 27868.15230003436 30938.53709999998, 27872.04680003366 30939.558499999, 27875.95890003431 30940.50969999994, 27879.88280003448 30941.38859999886, 27883.8242000335 30942.18160000036, 27887.7890000331 30942.91009999967, 27891.76170003351 30943.56049999929, 27895.74210003489 30944.13279999945, 27899.73630003458 30944.62299999936, 27903.73810003453 30945.04289999944, 27907.75190003256 30945.38469999994, 27911.76360003456 30945.65420000036, 27915.78900003353 30945.84569999911, 27919.81050003384 30945.95700000009, 27923.83390003353 30945.98630000058, 27927.86710003476 30945.94719999998, 27931.89060003343 30945.82609999891, 27935.9121000349 30945.62890000051, 27939.93560003463 30945.35349999892, 27950.35560003462 30944.22899999993, 27950.6989500336 30944.19192500004))",9509.457745631807
deLsd2gzZG8uNzjAXViFxk6n,parc-emily,"POLYGON ((29741.17200003404 31821.22399999914, 29741.55800003393 31817.9829999987, 29741.56410003338 31817.98299999875, 29745.16900003412 31818.05689999986, 29745.46900003373 31809.69499999993, 29745.47510003495 31809.69519999963, 29787.94800003199 31813.19949999977, 29788.94700003302 31804.17099999973, 29788.20800003392 31793.09999999927, 29797.46690003244 31791.98000000009, 29810.32340003376 31790.42349999922, 29809.6482000339 31784.9866999999, 29809.5992000335 31784.62509999952, 29809.53200003435 31784.63299999915, 29809.46360003376 31784.64120000006, 29787.13280003347 31787.33500000056, 29787.1079000346 31787.33819999886, 29784.4589000341 31781.00649999979, 29783.85370003254 31779.56010000001, 29783.76000003356 31779.33599999886, 29783.75090003456 31779.26840000006, 29781.98220003442 31766.08119999955, 29781.93600003431 31765.73699999938, 29781.21610003334 31760.44199999945, 29781.16790003421 31760.08799999918, 29780.50440003434 31755.20409999941, 29780.45700003502 31754.85500000011, 29779.74860003385 31749.64079999889, 29779.71640003406 31749.40379999917, 29779.70800003344 31749.34199999984, 29779.00410003294 31744.15870000017, 29778.96210003403 31743.84899999913, 29778.24840003454 31738.60019999892, 29778.22300003385 31738.41300000029, 29778.14620003382 31737.84849999998, 29777.50190003389 31733.10189999981, 29777.46160003398 31732.79299999926, 29776.80800003462 31727.67600000058, 29776.57880003423 31725.87749999913, 29776.12000003426 31722.27899999882, 29776.09700003407 31722.09899999913, 29776.78500003365 31722.00999999946, 29781.91000003602 31715.98000000007, 29786.26100003382 31710.86169999988, 29786.2710000341 31710.84999999928, 29785.65600003474 31711.00500000048, 29785.64270003396 31711.00834999944, 29783.15300003451 31711.63399999924, 29777.81100003427 31714.58999999951, 29774.92732503469 31717.0595249996, 29774.92362503361 31717.06272499978, 29774.92317503311 31717.06312499905, 29772.44610003369 31719.18419999967, 29766.59910003489 31724.19140000051, 29755.29700003465 31733.86999999886, 29753.42240003352 31735.83300000022, 29752.83580003226 31736.44719999994, 29744.22880003389 31745.45989999884, 29744.15540003371 31745.53680000048, 29744.07300003417 31745.62299999932, 29740.622500034 31742.20150000008, 29737.79940003336 31739.3484000001, 29737.79100003372 31739.33999999948, 29737.68470003457 31739.23369999941, 29737.66870003483 31739.21770000052, 29734.68590003388 31736.23389999903, 29734.64150003456 31736.18949999997, 29733.87920003575 31735.42630000007, 29733.87660003428 31735.4236999989, 29733.77700003346 31735.32389999891, 29718.5946000337 31749.85390000015, 29718.14200003328 31750.28700000015, 29717.29310003392 31751.12709999981, 29695.55230003557 31772.63419999893, 29676.99000003432 31789.9590000004, 29676.99130003548 31790.01339999922, 29677.47460003373 31811.01909999887, 29677.52610003487 31813.25799999908, 29677.88880003345 31829.2311999999, 29677.93010003375 31831.05299999902, 29682.97510003499 31866.2090000004, 29683.65720003472 31871.59099999969, 29684.88580003451 31881.28150000014, 29686.72430003372 31895.78179999966, 29687.24150003323 31899.8616999999, 29695.77920003331 31893.52140000056, 29709.01640003342 31884.87759999899, 29714.25190003295 31881.45890000057, 29714.43220003369 31881.33899999935, 29721.08750003476 31876.91379999894, 29735.17170003341 31867.54880000056, 29751.73820003423 31856.32999999978, 29766.72830003404 31846.09099999968, 29766.91010003461 31845.96690000004, 29765.10250003389 31844.36969999936, 29762.30360003425 31841.89650000041, 29754.29100003479 31834.8159999993, 29754.39700003434 31834.47799999979, 29751.81600003333 31834.13099999881, 29752.39700003318 31828.90300000054, 29741.85000003376 31827.10799999869, 29742.57590003552 31821.32499999893, 29741.17820003439 31821.22450000013, 29741.17200003404 31821.22399999914))",11676.188406915273
de2GmeidWDJpCBrCaxSYSsJK,paterson-suites,"POLYGON ((27749.06492503409 31555.76112499984, 27743.272000034 31523.1149999999, 27742.20800003423 31517.11600000006, 27741.56190003423 31513.48299999871, 27740.11000003444 31507.05799999982, 27737.82300003348 31496.94700000024, 27735.80400003344 31488.02299999971, 27735.14800003417 31485.12099999902, 27734.92000003394 31482.00500000048, 27734.75030003472 31479.66909999923, 27734.47700003382 31475.90799999945, 27734.03200003318 31469.81000000016, 27733.56600003378 31463.41099999996, 27720.77800003352 31459.82499999892, 27720.02750003342 31459.61649999917, 27704.39300003424 31455.27299999974, 27701.59540003416 31454.49549999985, 27694.80560003334 31452.60849999978, 27694.78600003613 31452.60299999977, 27691.82500003626 31463.2559999988, 27689.22320003349 31462.52769999918, 27685.56420003455 31461.50349999931, 27681.70100003381 31460.42199999987, 27673.75300003406 31456.52099999939, 27665.06700003406 31449.48169999904, 27657.38690003466 31443.25799999908, 27653.16200003398 31443.752, 27640.9280000343 31459.64799999972, 27637.35900003374 31464.28399999962, 27634.86010003467 31466.86800000035, 27634.73400003379 31466.9979999993, 27634.83150003467 31467.56719999906, 27635.74800003383 31472.91999999956, 27636.37400003574 31476.57200000028, 27638.51800003535 31478.68299999984, 27642.76670003332 31482.86949999968, 27643.85500003419 31483.94199999947, 27643.92900003335 31484.01500000023, 27644.94600003381 31489.94399999979, 27671.22810003398 31485.51500000024, 27671.25800003384 31485.50999999943, 27671.26170003167 31485.53159999997, 27672.21860003467 31491.09659999951, 27672.28900003324 31491.50599999879, 27673.75400003421 31500.02600000016, 27667.73410003437 31501.0491000001, 27661.72100003298 31502.06999999994, 27665.24300003426 31522.95199999923, 27666.43295003473 31530.00775000047, 27672.454900034 31528.98420000042, 27678.45390003418 31527.96460000022, 27683.11280003487 31527.17290000026, 27683.11297503458 31527.17400000022, 27684.94600003399 31537.96099999882, 27689.59100003399 31565.81999999997, 27689.97827503365 31565.75467500056, 27693.22500003371 31565.2070000001, 27699.50200003454 31564.14389999923, 27705.82235003405 31563.07604999993, 27716.75690003468 31561.22637500022, 27719.37600003351 31560.78299999945, 27729.29200003483 31559.10500000009, 27739.2090000343 31557.42699999887, 27749.06492503409 31555.76112499984))",8037.637725699955
deDJNqRzt5DQraZLmypbYNXh,lloyd-sixtyfive,"POLYGON ((27656.2420000335 31813.68199999967, 27656.60310003386 31813.29549999876, 27659.88600003201 31809.78199999933, 27663.66500003377 31804.6029999998, 27666.45300003347 31798.80100000056, 27668.14400003397 31792.5889999993, 27668.68700003448 31786.17400000024, 27668.05900003469 31779.76700000056, 27667.26200003326 31777.35099999945, 27648.63300003501 31742.57899999956, 27630.62900003405 31752.54699999992, 27627.65900003362 31746.73799999954, 27621.20060003348 31750.31090000049, 27602.95600003415 31760.40410000051, 27588.20600003469 31768.56399999894, 27615.27100003384 31827.71299999917, 27623.70220003332 31832.85700000042, 27623.74000003453 31832.88010000029, 27656.2420000335 31813.68199999967))",4562.538946863566
der6DBTw8U7LTp7n9YperFd9,the-pier-robertson,"POLYGON ((28865.03200003372 30460.69700000028, 28849.09000003336 30435.64899999987, 28842.14600003317 30424.62299999931, 28840.28900003327 30420.08799999918, 28839.03590003287 30415.13909999987, 28838.30490003347 30410.02199999958, 28838.1850000343 30409.35899999888, 28836.14000003372 30409.4199999996, 28835.09400003367 30409.55000000041, 28828.04700003386 30394.42400000021, 28827.79080003303 30377.02649999933, 28827.78160003413 30376.40819999911, 28827.77600003445 30376.03199999929, 28827.45900003424 30375.58999999952, 28826.88210003437 30375.25999999947, 28814.65700003356 30370.61999999885, 28797.08000003546 30363.94800000044, 28796.19810003377 30365.98000000011, 28796.54100003467 30366.12499999965, 28780.92900003312 30406.36160000005, 28780.72900003459 30406.87699999996, 28780.64800003421 30407.08599999884, 28778.37400003321 30412.94700000027, 28769.57100003497 30435.63299999912, 28767.73800003426 30440.35700000042, 28799.05400003325 30463.24499999883, 28808.3770000336 30470.05900000002, 28827.76600003383 30484.3609999992, 28834.47800003542 30489.83599999885, 28835.98100003432 30491.38199999893, 28854.83830003429 30471.49549999985, 28858.3350000344 30467.80799999984, 28859.88800003473 30466.23899999973, 28865.03200003372 30460.69700000028))",6434.538201372287
deXoaHnc8HXuZbvSnFrAWHdS,robertson-edge,"POLYGON ((28800.52100003373 30585.00699999898, 28796.32790003431 30587.83139999919, 28783.17650003352 30596.68979999947, 28783.0412000339 30596.78130000051, 28782.75930003402 30598.6761000004, 28782.58030003357 30599.87959999929, 28782.5113000341 30600.34160000052, 28782.45250003423 30600.73699999939, 28782.44540003364 30600.78489999998, 28782.66510003316 30601.05529999885, 28783.27270003303 30601.80279999941, 28801.34590003423 30624.03829999977, 28801.37260003473 30624.07119999982, 28804.79840003387 30628.28600000001, 28807.94650003298 30632.15919999933, 28807.97310003424 30632.19219999914, 28807.99930003375 30632.1708999999, 28823.81900003397 30619.47799999975, 28820.92680003388 30615.19869999927, 28800.52100003373 30585.00699999898))",937.9402443529038
de9QwKrN5pM8d3YKmvic9KXn,grange-infinite,"POLYGON ((28130.49340003468 31355.53339999884, 28132.45700003418 31356.40599999915, 28134.83810003464 31357.54499999958, 28137.17800003446 31358.7520999998, 28139.47890003508 31360.03299999948, 28141.74800003339 31361.38099999876, 28143.97900003448 31362.7909999989, 28146.15800003441 31364.26700000058, 28148.30090003591 31365.80900000001, 28150.40390003416 31367.40399999881, 28154.41990003375 31366.95099999906, 28154.79100003432 31366.41999999958, 28154.98940003401 31366.16879999974, 28155.30900003437 31365.76400000009, 28155.71040003407 31365.31809999943, 28155.73900003431 31365.28199999931, 28155.75500003372 31365.26869999957, 28155.86700003421 31365.14399999902, 28156.48800003437 31364.57399999875, 28157.14800003333 31364.05499999937, 28157.84800003401 31363.59400000016, 28158.58800003504 31363.19299999962, 28159.35690003362 31362.85399999993, 28160.22300003464 31362.81299999881, 28161.03300003424 31362.61299999955, 28161.86300003274 31362.48200000043, 28162.70300003422 31362.42400000024, 28163.54300003378 31362.42400000026, 28164.37300003363 31362.50400000032, 28165.20100003425 31362.64799999973, 28190.76600003445 31368.33200000005, 28191.35020003358 31368.46189999916, 28194.57000003469 31369.17799999902, 28194.88020003346 31369.2468999993, 28194.99290003402 31369.19429999926, 28196.6220000347 31368.43500000017, 28196.80940003333 31368.34759999965, 28197.76290003389 31367.9030000005, 28197.95440003448 31365.5587000005, 28198.03600003421 31364.56000000015, 28198.18910003402 31362.68789999901, 28199.65800003312 31344.73200000043, 28190.07800003325 31333.98110000014, 28185.26690003447 31324.13489999962, 28181.27900003403 31309.34600000045, 28183.77900003343 31307.91389999877, 28185.45200003386 31299.85399999994, 28186.37600003378 31292.34799999894, 28182.42200003474 31269.57499999891, 28181.22700003411 31268.24499999886, 28136.90100003353 31261.70099999907, 28135.46400003417 31285.97000000033, 28134.53280003477 31299.04659999874, 28133.97340003314 31306.90200000038, 28133.9532000346 31307.18480000053, 28130.98200003379 31348.62409999933, 28130.97890003458 31348.66599999892, 28130.49340003468 31355.53339999884))",5468.166613368027
de9wtbPShzTLw562s3mvkxP6,the-paterson,"POLYGON ((27725.58000003455 31373.94697499986, 27728.15800003372 31350.85899999893, 27716.29200003375 31349.62499999964, 27714.17300003504 31349.30599999952, 27711.83400003358 31348.91699999912, 27709.51300003481 31348.46599999967, 27707.02800003415 31347.92999999933, 27697.79200003431 31351.62199999919, 27692.35210003366 31359.60299999977, 27690.98500003443 31362.72100000049, 27687.9090000331 31369.73599999923, 27685.904400034 31374.30859999883, 27671.29200003384 31407.64100000047, 27670.65080003409 31409.31359999966, 27662.80100003442 31429.78900000042, 27664.07990003616 31434.55199999888, 27679.7000000335 31447.16200000013, 27681.75240003306 31448.16400000045, 27685.63400003311 31450.05900000002, 27694.78600003613 31452.60299999977, 27694.80560003334 31452.60849999978, 27701.59540003416 31454.49549999985, 27704.39300003424 31455.27299999974, 27720.02750003342 31459.61649999917, 27720.77800003352 31459.82499999892, 27733.56600003378 31463.41099999996, 27732.30752503387 31454.36339999888, 27730.24380003635 31439.52679999882, 27729.84582503365 31436.66569999946, 27729.81500003512 31436.44399999979, 27727.37800003396 31405.80499999934, 27725.87000003351 31381.79800000011, 27725.45100003367 31375.12697499957, 27725.58000003455 31373.94697499986))",5321.784330498591
deBGDVoEJmwS54CpHXQoepg7,helios-residences,"POLYGON ((28500.30790003408 32170.5539999992, 28524.47800003386 32149.65, 28536.64480003408 32145.31359999964, 28549.99600003355 32140.55509999917, 28577.361000033 32130.80199999885, 28620.28410003433 32123.08070000041, 28621.15700003399 32121.24599999892, 28622.30500003577 32118.83200000006, 28619.61500003363 32113.95399999954, 28618.2890000342 32111.20900000041, 28616.61700003429 32114.49400000053, 28574.57000003448 32122.09400000017, 28490.53820003411 32068.38319999876, 28488.78800003373 32067.2640000001, 28484.60690003432 32074.11979999923, 28472.76400003476 32093.53800000027, 28469.65660003433 32098.63309999897, 28467.05000003423 32102.90699999933, 28468.58700003408 32103.84299999995, 28496.61010003395 32120.9011, 28496.6790000337 32120.94299999964, 28495.71490003348 32123.48399999889, 28494.79100003306 32125.92109999957, 28493.86700003386 32128.33300000022, 28492.00000003345 32133.20900000039, 28491.74850003428 32133.86580000035, 28490.15700003346 32138.02299999972, 28488.3340000334 32142.7829999995, 28486.53200003495 32147.50799999911, 28484.6970000341 32152.31999999995, 28482.87800003406 32157.08709999882, 28479.18300003388 32166.75109999963, 28440.75900003368 32152.72000000035, 28440.0260000336 32154.70099999908, 28478.38700003364 32169.00099999982, 28476.34200003361 32174.61700000021, 28474.33600003457 32180.03900000044, 28472.26800003394 32185.63000000048, 28470.28700003306 32190.98200000043, 28473.84200003424 32192.2729999997, 28471.80000003435 32197.91599999894, 28469.81600003414 32203.39599999937, 28469.32160003493 32204.76170000029, 28467.80900003456 32208.93999999914, 28465.84190003454 32214.37499999966, 28463.89100003353 32219.76299999988, 28461.89200003359 32225.28599999996, 28466.1950000338 32226.83200000005, 28469.12530003442 32227.88419999895, 28475.3430000343 32230.11700000021, 28494.54300003374 32236.96369999983, 28494.60000003373 32236.98399999889, 28493.50420003423 32230.77409999968, 28492.01580003373 32222.33999999952, 28491.33790003366 32218.49899999948, 28491.45120003542 32211.62959999933, 28491.79140003401 32210.05210000057, 28494.05030003464 32199.57379999906, 28496.30530003433 32189.11299999956, 28497.91420003508 32181.6502999995, 28497.96590003464 32181.41029999928, 28500.25880003332 32170.78169999985, 28500.30790003408 32170.5539999992))",7402.106932420662
de5wX3BfHEGktkEVydZPzap9,leonie-gardens,"POLYGON ((27979.23300003359 31248.71699999987, 27978.62500003375 31210.33799999916, 27950.06480003427 31172.30069999916, 27935.19650003397 31152.49879999981, 27932.89000003301 31149.42699999888, 27924.98200003353 31145.12099999901, 27857.99530003355 31124.19949999974, 27857.96500003385 31124.18999999914, 27833.33180003204 31172.30709999951, 27820.43800003451 31197.49300000035, 27858.96600003427 31227.00689999913, 27898.9510000345 31249.0469999999, 27934.35500003439 31268.65499999897, 27934.99770003365 31267.3260999989, 27938.50480003483 31260.07439999991, 27938.59500003408 31259.88799999992, 27944.1880000345 31249.06699999949, 27979.23300003359 31248.71699999987))",13534.430388611388
deNtAinirijM2Xu3F2ZfHRgL,jia,"POLYGON ((29608.82300003567 31648.09199999988, 29607.80280003349 31644.65699999929, 29604.88330003419 31634.82819999905, 29602.48000003465 31626.73740000058, 29599.12990003442 31615.45900000036, 29576.46800003413 31622.81399999896, 29557.5643000336 31634.81579999961, 29557.40500003489 31634.91699999908, 29557.11400003463 31635.19099999929, 29555.62600003402 31636.58799999919, 29557.38460003549 31636.98689999957, 29561.40200003333 31637.89799999971, 29564.73400003467 31642.9920000002, 29571.32060003463 31651.11790000056, 29573.99300003427 31654.41479999911, 29588.14770003412 31671.87749999912, 29588.57200003335 31672.40100000021, 29608.82300003567 31648.09199999988))",1589.7613896525581
de9TFzAx9iPmrHPkQ425hnyc,watermark-robertson-quay,"POLYGON ((28589.25687503424 30378.37075000033, 28589.21157503331 30378.27254999956, 28580.77442503337 30359.98324999922, 28572.37950003373 30341.78542499955, 28572.21690003449 30341.43297499941, 28566.4349750341 30328.89937499877, 28563.70145003437 30322.97389999932, 28562.81900003472 30321.06100000038, 28562.39147503291 30320.06757499989, 28548.06200003365 30286.77199999953, 28537.55400003329 30262.35299999976, 28525.07292503609 30233.35545000029, 28525.04422503445 30233.36357499999, 28516.45310003332 30235.79809999993, 28516.39710003425 30235.81399999894, 28514.39720003545 30236.38069999925, 28513.76530003477 30236.55980000053, 28507.21500003335 30238.41599999892, 28492.75700003427 30242.22299999891, 28481.5170000345 30245.01700000053, 28483.03500003447 30248.80499999939, 28492.2471000347 30270.60639999959, 28497.83300003322 30283.82599999904, 28499.56030003402 30287.87079999931, 28508.26600003384 30308.25699999892, 28512.59000003411 30318.37499999966, 28519.83490003463 30335.25599999878, 28521.68200003387 30339.56000000021, 28523.31200003333 30342.69199999946, 28529.1933000341 30356.35299999983, 28534.73600003317 30369.2279999998, 28538.57550003274 30378.19380000011, 28544.47400003481 30391.968, 28557.34100003447 30421.56899999978, 28559.01810003331 30425.48129999974, 28565.71150003397 30426.80870000051, 28574.68900003376 30418.08500000052, 28588.70300003316 30380.42099999974, 28589.25687503424 30378.37075000033))",8338.7240802344
debKXBbg2TE9QxEWxnwVR5Yc,oue-twin-peaks,"POLYGON ((27940.86900003259 31336.94800000043, 28024.38700003427 31344.5129999999, 28050.95300003371 31345.54499999959, 28051.52030003333 31345.00779999945, 28059.40500003602 31337.53999999879, 28055.05190003402 31273.4227000006, 28053.3240000339 31247.97100000052, 27979.23300003359 31248.71699999987, 27944.1880000345 31249.06699999949, 27938.59500003408 31259.88799999992, 27938.50480003483 31260.07439999991, 27934.99770003365 31267.3260999989, 27934.35500003439 31268.65499999897, 27925.87170003399 31286.92649999974, 27911.55770003349 31317.75630000009, 27906.92070003352 31327.74369999918, 27906.89400003457 31327.80100000056, 27912.26490003334 31329.24699999914, 27940.86900003259 31336.94800000043))",12166.1433138688
debVQ4sc2Xq7QQWZiyvzWBUh,scotts-square,"POLYGON ((28030.74805003428 32020.5686749999, 28029.00792503347 32005.12657500026, 28028.50100003433 32000.62802500057, 28023.90150003333 31991.26267500004, 28022.1058000347 31987.60634999868, 28021.78100003404 31986.94502500037, 28017.33345003357 31989.03769999892, 28009.87575003372 31992.54672499894, 28008.68300003398 31990.2445999995, 28004.55040003424 31982.85820000024, 28003.25580003433 31981.00699999893, 28001.67070003369 31979.39760000036, 27999.83940003497 31978.07499999891, 27997.81320003364 31977.07630000044, 27995.64880003407 31976.42950000023, 27993.40690003362 31976.15249999951, 27991.15020003328 31976.25329999963, 27988.94190003567 31976.72899999993, 27986.84380003546 31977.56619999898, 27972.91180003431 31984.52899999883, 27961.34380003413 31990.28539999913, 27944.8040500338 31998.14124999907, 27931.22515003445 32004.28859999925, 27921.05780003378 32008.89149999957, 27918.11240003334 32016.74279999885, 27925.57100003452 32033.09199999985, 27926.57747503484 32035.29209999889, 27927.61362503486 32037.55702500011, 27933.79365003469 32051.06617500039, 27937.94100003313 32060.13199999894, 27976.42100003471 32042.13499999941, 28026.38270003428 32022.30159999954, 28030.74805003428 32020.5686749999))",5419.524761883019
